season,weekend,time_of_day,dew_point,GPS_KMH_MEAN,GPS_KMH_MAX,GPS_KMH_MIN,GPS_DIR_MEAN,GPS_DIR_MAX,GPS_DIR_MIN,GPS_ALT_MEAN,GPS_ALT_MAX,GPS_ALT_MIN,BM_H_MEAN,BM_H_MAX,BM_H_MIN,BM_P_MEAN,BM_P_MAX,BM_P_MIN,BM_T_MEAN,BM_T_MAX,BM_T_MIN,DS_T_MEAN,DS_T_MAX,DS_T_MIN,PM10_MAX,PM10_MIN,NUM_MEASUREMENTS,PM10_MEAN,PM10_ARPA
summer,weekend,afternoon,17.334714123197408,10.192,23.26,0.06,136.052,250.77,54.15,29.52,36.5,18.6,51.376,52.34,50.72,1002.566,1003.08,1001.89,28.32,28.51,28.04,23.75,23.94,23.62,2.4,1.7,5,1.98,5.42
summer,weekend,afternoon,16.53306679260847,12.953333333333333,23.69,0.0,225.52222222222224,334.73,69.76,34.12222222222223,39.9,25.7,48.20111111111111,49.15,47.35,1002.7888888888889,1003.48,1002.31,28.543333333333333,28.61,28.46,22.913333333333334,23.12,22.75,15.1,1.9,9,4.122222222222223,3.25
summer,weekend,afternoon,15.835611078730082,16.489,32.45,0.0,150.51899999999998,357.13,29.74,31.080000000000002,39.1,19.5,46.541999999999994,46.79,46.12,1003.301,1003.98,1002.5,28.381,28.47,28.29,22.737000000000002,22.87,22.62,2.9,0.8,10,1.8,1.62
summer,weekend,afternoon,15.400856569371534,16.630000000000003,28.04,0.04,143.326,250.89,70.03,33.96,37.7,29.3,47.618,47.66,47.57,1003.708,1004.32,1002.85,27.512,27.56,27.48,21.872,22.06,21.56,3.6,1.6,5,2.68,0.81
summer,weekend,afternoon,15.126765147842564,13.357999999999999,24.04,0.13,179.33499999999998,261.6,61.06,32.7,38.8,26.8,47.472,48.33,46.85,1003.4219999999999,1004.33,1002.3,27.264,27.5,26.77,21.416999999999998,21.87,20.75,4.9,1.4,10,3.06,0.4
summer,weekend,evening,14.93182608086421,15.3,26.56,0.15,143.36599999999999,255.41,68.63,32.160000000000004,36.0,27.5,48.89,49.2,48.67,1003.308,1004.06,1002.23,26.55,26.71,26.31,21.126,21.44,20.62,2.8,1.6,5,2.2,0.2
summer,weekend,evening,15.188756220510115,17.6075,28.37,0.0,119.505,257.95,67.98,27.05,55.1,13.8,50.05,52.29,49.3,1004.4075,1004.89,1003.46,26.4325,26.71,25.6,20.5,21.0,19.06,5.6,2.6,4,3.7249999999999996,0.93
summer,weekend,evening,15.381933113402221,13.834999999999999,25.97,1.7,72.44,74.47,70.41,60.099999999999994,61.4,58.8,51.94,51.95,51.93,1004.5550000000001,1004.63,1004.48,26.015,26.02,26.01,20.28,20.31,20.25,3.4,3.2,2,3.3,2.54
summer,weekend,evening,15.329605283235917,23.105,24.89,21.32,257.225,261.44,253.01,62.349999999999994,64.6,60.1,53.355000000000004,53.38,53.33,1003.18,1003.31,1003.05,25.505000000000003,25.51,25.5,18.655,18.69,18.62,3.5,3.3,2,3.4,3.81
summer,weekend,evening,15.187524340321518,24.735,39.82,5.33,157.6375,259.0,46.23,18.15,24.6,14.2,54.055,54.35,53.77,1003.4925000000001,1004.57,1002.28,25.1325,25.51,24.75,18.825,19.62,18.0,5.7,1.4,4,3.55,3.28
summer,weekday,night,11.280491583359044,30.6625,38.74,22.28,161.8775,256.49,67.44,45.075,51.3,40.0,69.69,71.52,67.87,1007.7850000000001,1008.6,1006.98,16.8525,17.95,15.75,15.280000000000001,15.56,15.0,5.0,3.4,4,4.25,4.33
summer,weekday,night,13.20208191185106,20.89,32.15,0.07,203.72,253.38,77.12,39.575,44.0,31.9,61.82,64.78,60.79,1007.7475,1008.4,1007.33,20.7925,21.14,19.78,17.125,17.31,16.75,5.0,3.5,4,4.6,2.96
summer,weekday,morning,14.106161821694354,13.331666666666665,34.82,0.15,153.14666666666665,256.58,45.96,56.71666666666667,74.5,35.0,57.775,59.21,55.08,1008.2266666666666,1008.9,1007.47,22.863333333333333,23.57,21.94,19.041666666666668,20.44,18.25,6.0,3.8,6,4.783333333333333,3.27
summer,weekday,morning,14.996782363059273,15.315,35.74,0.22,174.04333333333332,253.43,69.34,23.433333333333334,25.7,20.9,53.330000000000005,54.56,52.07,1008.52,1009.4,1007.62,25.153333333333332,25.59,24.72,21.47,22.06,20.88,5.3,3.7,6,4.366666666666666,9.82
summer,weekday,morning,15.393609858552885,13.575,27.98,0.43,189.952,259.27,72.63,34.33,45.9,24.8,45.976,49.09,42.88,1008.74,1009.5,1008.13,28.105,29.15,27.21,23.769,24.56,23.19,6.6,4.3,10,5.25,10.52
summer,weekday,morning,15.144908801047523,17.465714285714288,31.37,0.0,142.91,253.56,32.45,47.74285714285714,56.6,42.4,40.214285714285715,40.39,40.12,1009.3785714285714,1010.1,1008.49,30.14428571428571,30.55,29.35,25.005714285714287,25.44,24.0,5.2,3.2,7,3.9714285714285715,12.25
summer,weekday,morning,14.433417718308142,18.048,24.72,0.09,180.58800000000002,263.05,66.22,38.9,52.9,33.1,37.67999999999999,38.3,36.74,1009.314,1010.12,1008.64,30.48,30.49,30.47,25.06,25.37,24.81,3.9,2.2,5,3.22,8.86
summer,weekday,morning,13.825373711478713,13.82,32.0,0.0,192.82111111111112,256.86,69.71,45.55555555555556,64.1,30.2,34.67777777777778,35.84,33.82,1009.1066666666668,1010.11,1008.13,31.244444444444444,31.4,30.97,26.06222222222222,26.56,25.81,4.8,3.2,9,3.8777777777777778,7.9
summer,weekday,afternoon,15.647584411875082,15.155714285714286,25.58,0.02,93.76428571428572,240.9,62.51,25.057142857142857,30.3,21.9,37.49571428571428,37.76,37.15,1009.7185714285714,1010.11,1008.4,31.937142857142856,32.1,31.77,25.961428571428574,26.25,25.62,5.1,2.0,7,3.4285714285714284,8.91
summer,weekday,afternoon,13.838217212322316,14.765,29.0,0.0,119.7675,256.65,68.38,17.650000000000002,19.6,16.6,33.695,35.5,32.94,1009.515,1010.03,1008.36,31.765,31.81,31.64,25.955,26.44,25.75,4.7,1.8,4,2.8,6.37
summer,weekday,afternoon,12.269052333201774,17.73,26.56,6.28,220.775,257.46,72.75,20.650000000000002,27.0,18.0,30.235,31.94,28.64,1009.2683333333333,1010.26,1008.65,31.86833333333333,32.19,31.7,26.896666666666665,27.06,26.44,4.3,1.7,6,2.8166666666666664,3.18
summer,weekday,afternoon,9.715535345513077,17.656,29.63,0.0,178.744,249.75,72.53,34.58,46.3,14.9,25.478,25.51,25.45,1010.0379999999999,1010.57,1009.55,31.898000000000003,32.12,31.75,26.648000000000003,27.0,26.25,3.6,2.3,5,3.06,2.22
summer,weekday,afternoon,10.074823246359106,7.785714285714286,19.35,0.0,143.59142857142857,246.1,65.69,31.97142857142857,37.0,26.1,27.584285714285716,28.06,26.96,1010.7028571428572,1011.51,1009.53,30.924285714285713,31.09,30.79,24.125714285714285,25.19,23.31,4.3,2.3,7,3.3714285714285714,3.8
summer,weekday,afternoon,11.41726315204077,15.700000000000001,28.78,0.0,193.6688888888889,263.23,69.92,29.200000000000003,37.0,22.9,34.486666666666665,37.34,29.92,1010.9655555555556,1011.65,1010.29,28.595555555555556,29.86,27.27,21.477777777777778,21.62,21.31,9.0,2.2,9,4.699999999999999,8.06
summer,weekday,evening,10.18855014468298,24.933333333333334,29.37,18.45,130.88666666666668,253.58,68.03,28.599999999999998,30.2,26.6,34.29,35.96,33.44,1011.5766666666667,1011.96,1011.01,27.293333333333333,27.4,27.09,21.72666666666667,22.44,20.37,4.9,2.7,3,3.6,8.59
summer,weekday,evening,9.497236614121451,17.648333333333333,29.17,0.87,171.61333333333334,252.9,70.81,33.5,45.0,16.9,33.60166666666667,35.16,32.03,1012.7966666666666,1013.33,1012.12,26.849999999999998,27.42,26.27,20.706666666666667,21.75,19.62,5.6,2.5,6,3.9333333333333336,6.73
summer,weekday,evening,10.443459359630983,16.633333333333333,27.82,0.0,75.41666666666667,83.06,71.39,48.06666666666666,49.5,46.5,36.97,36.98,36.96,1014.23,1014.37,1014.09,26.30333333333333,26.31,26.3,20.88,20.88,20.88,3.0,2.0,3,2.5,14.04
summer,weekday,evening,10.415452986936357,8.628333333333334,42.71,0.0,250.24333333333334,265.62,243.75,58.5,62.7,57.4,37.324999999999996,37.36,37.3,1012.5366666666667,1013.22,1011.57,26.11,26.12,26.1,20.131666666666668,20.19,20.12,2.7,1.7,6,2.1,11.56
summer,weekday,evening,10.117774878470792,19.066,34.65,0.11,140.486,251.78,61.55,18.9,33.4,7.4,36.908,37.41,36.57,1013.8100000000001,1014.65,1012.58,25.964,26.27,25.5,20.112000000000002,20.44,19.62,4.0,1.2,5,2.42,6.87
summer,weekday,night,15.4666551022662,43.56,48.99,38.13,66.84,67.45,66.23,67.4,68.7,66.1,40.769999999999996,40.78,40.76,1015.535,1015.67,1015.4,30.265,30.27,30.26,26.34,26.37,26.31,10.1,9.7,2,9.899999999999999,20.27
summer,weekday,morning,18.025609973371207,13.422222222222224,32.35,0.07,128.54333333333332,251.64,68.25,21.755555555555556,31.2,15.9,51.75888888888889,53.5,48.62,1011.8288888888887,1012.31,1011.02,28.942222222222224,30.77,27.09,27.75111111111111,28.38,27.19,11.1,8.3,9,10.044444444444444,29.24
summer,weekday,morning,20.64128086282304,12.596250000000001,19.17,0.04,230.77375,267.45,80.7,25.3,33.0,16.6,44.855000000000004,48.99,42.07,1010.9975,1011.98,1010.51,34.33,35.49,32.94,30.810000000000002,31.69,29.81,18.1,11.5,8,14.037500000000001,56.54
summer,weekday,morning,20.8166526054683,13.279,25.08,0.19,148.88899999999998,321.3,52.94,26.85,39.0,7.5,39.947,40.3,39.49,1011.682,1012.3,1010.79,36.624,36.95,35.95,31.931,32.94,31.19,19.0,12.7,10,15.790000000000001,61.99
summer,weekday,morning,20.756608422741525,14.698333333333332,24.74,0.0,160.06,252.66,71.53,47.28333333333333,56.3,41.3,38.39833333333333,39.74,37.13,1011.535,1012.21,1010.73,37.279999999999994,37.33,37.23,32.376666666666665,32.44,32.31,16.3,12.9,6,14.583333333333334,38.9
summer,weekday,morning,19.10796145568855,15.057500000000001,25.28,0.02,118.04249999999999,256.53,60.24,25.55,51.0,16.6,33.335,33.64,32.55,1011.5325,1012.16,1010.13,38.0025,38.36,37.88,33.1575,33.38,33.06,18.0,12.7,4,14.6,32.64
summer,weekday,morning,17.610212909816592,14.515,26.15,0.11,104.07000000000001,253.34,62.38,30.63333333333333,45.3,21.9,28.834999999999997,30.0,27.35,1011.495,1012.0,1009.82,38.94833333333333,39.4,38.68,34.156666666666666,34.56,33.5,24.8,11.0,6,13.916666666666666,18.9
summer,weekday,afternoon,17.352113906372878,14.525714285714287,27.04,0.06,176.1,264.61,73.25,20.114285714285717,23.5,16.4,27.352857142857143,28.31,26.22,1010.6757142857142,1011.49,1009.64,39.62714285714286,39.85,39.46,34.339999999999996,34.56,34.19,18.8,8.4,7,12.957142857142857,10.02
summer,weekday,afternoon,17.324258091892105,15.425714285714287,42.21,0.04,224.01285714285717,261.7,70.65,35.77142857142857,45.7,24.3,27.601428571428574,27.8,27.43,1010.2171428571429,1011.29,1009.62,39.425714285714285,39.55,39.27,34.222857142857144,34.31,34.0,12.3,10.9,7,11.428571428571429,7.61
summer,weekday,afternoon,16.64909615884163,18.912222222222223,36.13,0.0,146.77333333333334,250.22,68.45,35.544444444444444,40.1,32.4,26.81,27.23,25.89,1010.3033333333333,1011.05,1009.42,39.17111111111111,39.37,38.97,33.91888888888889,34.06,33.81,15.1,8.2,9,11.522222222222222,12.25
summer,weekday,afternoon,15.889635795966404,12.722857142857142,25.15,0.04,143.29285714285714,253.92,63.33,35.98571428571429,40.4,33.3,26.544285714285714,27.65,25.73,1010.0671428571429,1010.86,1008.97,38.458571428571425,38.47,38.44,33.002857142857145,33.25,32.88,14.0,10.0,7,12.742857142857144,9.78
summer,weekday,afternoon,16.40826593693024,9.275454545454544,26.56,0.06,173.1909090909091,262.19,74.96,34.43636363636364,38.5,31.7,28.982727272727274,32.82,26.93,1009.6018181818182,1010.44,1008.61,37.448181818181816,37.88,36.59,31.811818181818182,32.38,30.5,18.6,10.1,11,11.981818181818182,18.99
summer,weekday,afternoon,16.695485825166422,15.282,27.11,0.0,119.79299999999998,257.62,32.21,27.8,46.0,7.3,31.969,33.75,29.74,1009.847,1010.43,1009.06,35.989999999999995,36.48,35.56,30.268,31.31,29.0,16.5,11.4,10,13.25,34.82
summer,weekday,evening,17.241034827150823,22.5975,35.26,0.07,159.29,255.76,56.2,34.375,38.0,30.9,35.485,35.61,35.37,1009.7875,1010.85,1008.62,34.7275,34.77,34.69,28.435,29.12,27.75,13.7,11.6,4,12.75,36.63
summer,weekday,evening,17.46699128272162,9.113333333333333,25.34,0.33,255.34,259.39,247.24,36.1,41.5,32.4,38.82,38.83,38.81,1009.5300000000001,1009.75,1009.28,33.373333333333335,33.39,33.36,27.126666666666665,27.19,27.06,12.7,11.9,3,12.266666666666666,33.63
summer,weekday,evening,17.68639775199421,15.768333333333333,39.24,3.59,168.13833333333332,257.51,76.28,17.3,18.9,15.3,40.49333333333333,41.99,39.0,1009.84,1010.6,1009.01,32.86833333333333,33.64,32.08,27.19666666666667,28.25,26.06,42.9,11.9,6,19.8,19.35
summer,weekday,evening,18.16424173647821,9.84,29.5,0.0,72.09666666666666,74.35,70.97,29.333333333333332,32.1,27.9,42.46,42.49,42.42,1010.9533333333334,1011.04,1010.85,32.56,32.56,32.56,27.23,27.25,27.19,10.7,10.2,3,10.4,32.97
summer,weekday,evening,17.86361853925158,15.834999999999999,29.13,2.54,225.66000000000003,253.96,197.36,39.8,41.1,38.5,43.495,43.51,43.48,1009.4449999999999,1009.59,1009.3,31.799999999999997,31.81,31.79,25.53,25.56,25.5,14.2,13.1,2,13.649999999999999,18.82
autumn,weekday,morning,17.675854666012132,10.78,30.54,0.0,154.94857142857146,254.64,6.66,20.985714285714288,24.0,18.2,35.152857142857144,35.69,34.49,1014.1671428571428,1015.04,1013.23,35.392857142857146,36.05,34.92,28.60571428571429,29.31,27.81,13.1,9.8,7,11.285714285714286,48.09
autumn,weekday,morning,17.727957294449453,14.436000000000002,30.65,0.0,144.378,258.07,64.83,18.94,26.8,14.8,40.468,40.78,39.62,1014.6959999999999,1015.15,1013.53,32.926,33.09,32.87,27.624000000000002,28.62,27.25,11.4,8.7,5,10.14,44.92
autumn,weekday,night,18.280180757087372,14.046666666666667,15.93,13.06,73.27666666666667,75.15,71.06,34.56666666666667,35.5,34.0,68.51666666666667,68.54,68.5,1015.5866666666667,1015.72,1015.45,24.45,24.45,24.45,20.833333333333332,20.88,20.81,18.4,17.5,3,17.966666666666665,25.98
autumn,weekday,morning,18.30883785268885,11.893333333333333,24.67,2.94,228.86333333333332,256.26,175.73,10.466666666666667,13.5,6.9,68.76333333333334,68.8,68.74,1014.8566666666667,1014.99,1014.72,24.42,24.42,24.42,20.856666666666666,20.88,20.81,20.9,19.2,3,20.266666666666666,33.15
autumn,weekday,morning,18.451081600342434,13.1925,26.02,0.06,70.6925,76.44,61.39,9.875,16.6,6.2,45.9175,45.98,45.85,1015.3975,1015.58,1015.2,31.495,31.51,31.48,26.25,26.31,26.19,10.9,9.3,4,10.0,29.88
autumn,weekday,morning,18.261087779242814,11.160000000000002,20.37,2.98,75.70666666666666,87.44,69.3,25.266666666666666,26.9,24.1,47.29666666666666,47.35,47.26,1015.1233333333333,1015.25,1014.99,30.766666666666666,30.77,30.76,26.209999999999997,26.25,26.19,13.6,11.7,3,12.4,29.11
autumn,weekday,morning,18.171998552741158,11.615,21.71,0.06,121.805,247.55,20.28,21.216666666666665,44.2,9.5,34.27333333333333,35.06,33.89,1014.555,1015.05,1013.85,36.419999999999995,36.86,35.65,29.26,29.81,28.94,12.5,11.0,6,11.75,23.22
autumn,weekday,morning,18.753716288828695,13.128333333333336,25.87,0.13,197.67499999999998,348.46,17.77,28.083333333333332,35.6,15.8,42.32833333333333,42.59,42.05,1014.285,1014.87,1013.62,33.27166666666667,33.29,33.26,27.915000000000003,28.12,27.69,12.3,10.8,6,11.549999999999999,22.92
autumn,weekday,night,11.594122774461916,40.225,40.74,39.71,162.685,249.26,76.11,60.3,66.1,54.5,40.254999999999995,40.5,40.01,1017.805,1018.68,1016.93,26.155,26.4,25.91,21.41,21.94,20.88,12.2,11.7,2,11.95,23.38
autumn,weekday,night,10.969639755004676,23.1875,40.63,7.06,205.13,258.06,71.93,18.425,31.0,14.0,40.5725,40.61,40.53,1017.0825,1018.34,1016.31,25.325,25.47,25.27,21.17,21.25,21.12,12.4,10.9,4,11.75,28.4
autumn,weekday,morning,12.027198364546846,12.775,26.21,0.0,69.4525,72.74,68.1,9.05,10.3,8.4,23.565,23.62,23.51,1019.1875,1019.33,1019.04,36.0475,36.09,36.01,29.09,29.12,29.06,15.4,10.5,4,13.1,19.65
autumn,weekday,morning,12.416111266848645,14.577777777777776,23.54,0.52,171.82777777777778,260.84,66.95,29.488888888888887,63.1,19.6,25.633333333333333,27.22,25.13,1018.2255555555556,1018.9,1017.21,34.986666666666665,35.48,34.45,30.09,31.19,29.0,15.3,9.5,9,12.377777777777778,11.29
autumn,weekday,morning,17.137784531678896,10.964285714285714,21.39,1.44,177.42285714285714,270.61,72.32,32.55714285714286,43.1,18.1,41.97428571428571,42.62,41.11,1020.4885714285714,1020.87,1020.14,31.62,32.91,30.69,25.860000000000003,25.94,25.69,21.1,16.4,7,18.114285714285714,21.69
autumn,weekday,morning,15.402836069596168,23.94333333333333,31.24,16.74,198.9333333333333,266.05,79.52,30.166666666666668,32.9,25.3,44.413333333333334,45.27,43.96,1019.6933333333333,1020.32,1019.19,28.709999999999997,28.82,28.5,26.396666666666665,26.75,25.69,16.3,14.1,3,15.0,31.67
autumn,weekday,morning,13.14328257149463,8.668,20.61,0.04,126.84400000000001,212.45,61.72,48.22,51.4,44.2,34.327999999999996,34.49,34.11,1022.432,1022.8,1022.04,30.644,30.67,30.61,25.848000000000003,26.31,25.5,9.1,5.7,5,7.44,10.53
autumn,weekday,morning,12.735130574817534,19.866666666666664,30.24,0.15,252.3166666666667,262.51,242.63,41.03333333333333,42.3,40.4,32.343333333333334,32.36,32.33,1021.6733333333333,1021.87,1021.46,31.22,31.22,31.22,25.959999999999997,26.0,25.94,6.2,5.5,3,5.933333333333334,7.06
autumn,weekday,afternoon,12.119903477765416,17.4425,27.85,7.02,138.54,256.2,62.43,27.724999999999998,38.4,17.9,39.43,40.09,38.63,1022.12,1022.71,1021.28,27.095,27.63,26.72,21.27625,21.75,20.88,6.3,4.7,8,5.6375,15.84
autumn,weekday,evening,11.95824206377782,15.583333333333334,31.45,0.09,165.19,265.12,71.06,19.8,25.2,15.0,40.93833333333333,41.04,40.83,1022.3266666666667,1023.28,1021.18,26.276666666666667,26.37,26.18,20.8,21.12,20.5,8.0,4.1,6,5.766666666666667,11.67
autumn,weekday,evening,11.778935455329004,26.215,28.65,23.78,248.58999999999997,254.01,243.17,31.45,31.7,31.2,42.45,42.48,42.42,1022.04,1022.17,1021.91,25.465,25.47,25.46,20.25,20.25,20.25,7.0,6.1,2,6.55,13.09
autumn,weekday,evening,11.415314767479064,9.978333333333333,21.28,0.3,161.36333333333334,262.82,58.65,39.583333333333336,44.7,37.8,42.13,43.31,40.97,1022.2983333333333,1022.79,1021.69,25.188333333333333,25.71,24.67,20.018333333333334,20.62,19.37,8.0,3.8,6,5.283333333333333,9.66
autumn,weekday,evening,11.109822643306975,21.065,35.34,0.02,70.07,71.77,68.85,17.775,20.8,15.3,41.652499999999996,41.66,41.65,1023.2675,1023.44,1023.01,25.04,25.04,25.04,20.015,20.06,20.0,8.5,3.2,4,5.475,8.36
autumn,weekday,evening,10.926919336471709,26.770000000000003,28.87,24.67,247.865,250.63,245.1,21.7,24.0,19.4,42.22,42.23,42.21,1021.8050000000001,1021.98,1021.63,24.61,24.61,24.61,19.155,19.19,19.12,5.2,4.9,2,5.050000000000001,5.66
autumn,weekday,night,9.348667153557399,13.26,24.11,5.63,162.76166666666668,258.05,63.29,27.583333333333332,41.8,19.1,45.775,46.33,45.26,1021.7800000000001,1022.29,1021.32,21.53,21.77,21.29,18.05,18.12,18.0,7.8,3.6,6,5.3999999999999995,4.8
autumn,weekday,morning,12.160994961133866,19.985,34.04,0.02,135.99833333333333,252.39,66.68,44.083333333333336,46.3,40.7,27.353333333333335,29.85,26.02,1021.2683333333333,1022.07,1019.94,33.52,34.16,32.31,26.111666666666668,26.44,25.62,10.8,6.3,6,7.983333333333333,5.2
autumn,weekday,morning,10.819426876258929,17.919999999999998,25.84,7.61,162.13166666666666,257.0,68.07,39.666666666666664,45.6,33.4,26.03,26.94,25.12,1022.41,1023.16,1021.65,32.82333333333333,33.57,32.09,26.145,26.31,25.94,8.2,5.2,6,5.916666666666667,4.51
autumn,weekend,night,9.9665245596903,34.94,35.78,34.1,158.64,240.5,76.78,34.85,45.1,24.6,43.235,43.85,42.62,1020.4749999999999,1020.67,1020.28,23.15,23.85,22.45,17.78,18.62,16.94,9.1,8.6,2,8.85,7.88
autumn,weekend,night,9.233216538950225,21.513333333333332,32.65,6.56,163.56833333333333,258.44,67.5,21.55,25.1,17.4,46.35333333333333,46.65,46.08,1020.375,1020.82,1019.6,21.198333333333334,21.49,20.9,17.238333333333333,17.81,16.56,11.6,8.8,6,9.883333333333333,17.74
autumn,weekday,morning,18.647050356932287,12.79125,21.72,0.04,156.98874999999998,257.82,48.59,51.9,60.4,43.8,50.34375,50.49,50.07,1019.37625,1020.07,1018.61,30.09875,30.12,30.08,24.8975,25.12,24.63,46.0,39.0,8,42.0875,46.17
autumn,weekday,morning,19.431297140742853,16.194285714285716,29.06,0.04,147.84,253.64,63.77,40.371428571428574,49.4,33.2,54.824285714285715,54.88,54.71,1018.4957142857144,1019.42,1017.22,29.467142857142857,29.51,29.43,24.685714285714287,24.94,24.5,54.8,50.3,7,52.68571428571429,45.93
autumn,weekday,night,15.499046359924058,11.864999999999998,19.71,0.19,68.11749999999999,77.07,58.32,38.25,41.8,32.3,64.9825,65.08,64.88,1018.4449999999999,1018.63,1018.22,22.405,22.42,22.39,18.735,18.81,18.69,27.6,24.1,4,26.4,31.58
autumn,weekday,morning,15.668181622364296,12.946666666666665,16.52,8.04,249.71,256.24,244.63,43.333333333333336,45.2,41.9,63.4,63.42,63.38,1017.9200000000001,1018.11,1017.71,22.99,22.99,22.99,18.33,18.37,18.31,28.1,26.3,3,27.3,45.65
autumn,weekday,morning,19.31725413359565,16.89,17.0,16.78,246.74,249.48,244.0,129.7,157.8,101.6,52.535,52.57,52.5,1018.485,1018.61,1018.36,30.085,30.1,30.07,23.94,23.94,23.94,28.3,27.3,2,27.8,53.95
autumn,weekday,morning,19.654080757741756,12.101666666666667,26.08,0.11,151.14333333333335,253.5,39.18,45.666666666666664,50.1,42.7,51.36666666666667,51.44,51.25,1020.0033333333334,1020.61,1019.35,30.843333333333334,31.05,30.64,24.965,25.06,24.87,60.1,50.8,6,54.916666666666664,64.78
autumn,weekday,morning,18.906502347964803,9.611666666666666,25.65,0.02,167.91333333333333,273.93,66.83,51.56666666666666,59.6,46.1,53.03666666666667,54.42,51.66,1019.3733333333333,1020.07,1018.6,29.474999999999998,29.49,29.46,24.563333333333333,24.69,24.37,61.4,54.6,6,57.48333333333333,54.67
autumn,weekday,afternoon,18.911104096704495,15.8575,26.0,7.28,116.7425,255.3,65.48,30.875,42.1,26.0,54.615,54.94,53.72,1019.6975,1020.3,1018.31,28.9725,29.67,28.74,24.17,25.19,23.81,48.0,43.1,4,44.6,64.47
autumn,weekend,morning,19.720331949560766,14.42,17.39,11.45,63.495000000000005,70.4,56.59,33.65,37.0,30.3,44.795,44.8,44.79,1013.745,1013.82,1013.67,33.335,33.34,33.33,26.875,26.94,26.81,13.6,13.1,2,13.35,21.51
autumn,weekday,night,2.0945343259124,27.184000000000005,45.06,0.35,180.282,264.72,67.73,26.48,38.5,9.0,52.416,53.83,51.47,1016.874,1017.72,1016.19,11.504,12.32,10.29,9.262,9.31,9.19,3.5,0.8,5,1.9600000000000002,3.21
autumn,weekday,night,3.3269449033588074,10.8475,21.85,0.35,182.40875,261.95,34.84,37.175,43.3,31.8,48.14125,49.15,47.52,1017.02125,1017.53,1016.6,14.14,14.47,13.6,10.1875,10.38,9.94,2.8,1.9,8,2.3125,8.79
autumn,weekday,morning,3.5631985361970715,16.136666666666667,29.06,0.04,147.50444444444443,248.51,65.42,32.87777777777777,40.8,19.2,45.99666666666667,46.73,44.17,1017.4544444444444,1018.1,1016.54,15.104444444444445,15.88,14.92,10.547777777777778,11.69,10.25,4.4,2.1,9,3.1222222222222222,6.35
autumn,weekday,morning,3.656079504488123,15.02,21.41,0.04,178.706,256.96,71.77,30.02,34.5,26.7,43.108,43.73,42.18,1016.982,1017.82,1016.18,16.22,16.7,15.9,12.366000000000001,13.13,11.81,5.1,2.8,5,3.9200000000000004,5.91
autumn,weekday,morning,4.1705941459614895,15.43,27.41,0.11,170.68272727272728,260.8,67.9,16.945454545454545,21.6,10.9,39.49,40.88,38.25,1017.4381818181818,1018.16,1016.76,18.177272727272726,18.95,17.37,14.29,14.81,13.38,6.1,2.4,11,4.1000000000000005,5.05
autumn,weekday,morning,4.882108273618306,15.8825,23.28,0.09,164.14249999999998,256.15,71.33,10.25,27.7,5.0,36.91375,37.21,36.09,1017.6525,1018.39,1016.94,20.0575,20.93,19.56,16.36625,17.75,15.94,9.8,2.9,8,4.3875,5.04
autumn,weekday,morning,5.242447781916583,12.065714285714288,22.34,0.02,174.9557142857143,249.5,70.14,32.07142857142857,47.6,13.1,34.035714285714285,35.43,32.19,1016.8828571428572,1017.25,1016.36,21.785714285714285,22.17,21.5,17.5,17.94,17.19,5.8,2.8,7,4.128571428571428,5.76
autumn,weekday,morning,4.7966842593319905,15.059000000000001,25.59,0.07,198.30900000000003,260.47,71.77,37.53,48.6,24.3,31.921000000000003,32.82,31.3,1015.896,1016.71,1014.99,22.329,22.59,22.14,17.986,18.25,17.75,4.6,2.9,10,3.69,3.62
autumn,weekday,afternoon,5.771093060477082,13.384,32.67,0.0,127.5,257.35,61.42,39.71,55.0,29.4,33.079,33.44,32.59,1015.656,1016.28,1014.59,22.857,23.08,22.63,18.299,18.56,17.75,6.3,3.8,10,4.62,4.08
autumn,weekday,afternoon,6.301340066991094,15.251666666666667,26.19,0.04,166.95833333333334,257.09,66.66,22.016666666666666,24.8,19.4,34.51833333333333,34.82,34.22,1014.9783333333334,1015.47,1014.43,22.758333333333336,22.97,22.54,18.07166666666667,18.31,17.81,12.8,3.6,6,7.45,4.11
autumn,weekday,afternoon,6.445985972600647,13.136923076923077,26.43,0.06,179.32538461538462,263.73,47.65,20.446153846153848,45.4,1.3,35.89,36.19,35.64,1014.7915384615385,1015.41,1014.14,22.28076923076923,22.48,22.08,17.262307692307694,17.62,16.75,6.3,4.5,13,5.423076923076923,5.4
autumn,weekday,afternoon,6.374290695901688,10.189285714285715,26.54,0.17,135.88071428571428,257.82,52.46,34.47857142857143,48.1,8.3,37.44642857142857,38.55,36.22,1014.8785714285714,1015.49,1014.09,21.504285714285714,22.15,21.13,15.75,16.62,15.31,7.8,3.8,14,4.971428571428571,9.82
autumn,weekday,afternoon,5.799137643052817,8.5625,21.61,0.09,144.9,262.58,73.88,22.975,34.2,12.0,40.35,40.55,40.01,1015.3825,1015.95,1014.46,19.64875,19.81,19.55,14.00125,14.13,13.75,23.9,4.3,8,8.475,7.75
autumn,weekday,afternoon,5.3036278035833755,17.98333333333333,27.95,0.04,193.64416666666668,263.15,69.24,8.766666666666667,14.5,5.0,41.645,43.28,40.91,1015.3175,1016.13,1014.59,18.590833333333332,18.96,17.71,12.855833333333335,13.25,12.19,8.5,4.5,12,6.083333333333333,11.36
