season,weekend,time_of_day,dew_point,DEW_POINT_MAX,DEW_POINT_MIN,LAT_MEAN,LAT_MAX,LAT_MIN,LON_MEAN,LON_MAX,LON_MIN,GPS_KMH_MEAN,GPS_KMH_MAX,GPS_KMH_MIN,GPS_DIR_MEAN,GPS_DIR_MAX,GPS_DIR_MIN,GPS_ALT_MEAN,GPS_ALT_MAX,GPS_ALT_MIN,BM_H_MEAN,BM_H_MAX,BM_H_MIN,BM_P_MEAN,BM_P_MAX,BM_P_MIN,BM_T_MEAN,BM_T_MAX,BM_T_MIN,DS_T_MEAN,DS_T_MAX,DS_T_MIN,PM10_MAX,PM10_MIN,NUM_MEASUREMENTS,PM10_MEAN,PM10_ARPA
autumn,weekend,afternoon,19.41906361701873,19.41906361701873,19.41906361701873,45.623608,45.623608,45.623608,13.788072,13.788072,13.788072,28.15,28.15,28.15,73.31,73.31,73.31,41.3,41.3,41.3,34.01,34.01,34.01,1009.7,1009.7,1009.7,37.99,37.99,37.99,33.31,33.31,33.31,9.7,9.7,1,9.7,20.65
autumn,weekend,afternoon,19.807991576351476,19.807991576351476,19.807991576351476,45.623442,45.623442,45.623442,13.786667,13.786667,13.786667,23.11,23.11,23.11,111.7,111.7,111.7,49.8,49.8,49.8,36.59,36.59,36.59,1009.27,1009.27,1009.27,37.09,37.09,37.09,32.25,32.25,32.25,10.2,10.2,1,10.2,21.37
autumn,weekend,afternoon,18.777509326665104,18.777545538471337,18.777473114858868,45.6235185,45.623532,45.623505,13.787193,13.787888,13.786498,30.755000000000003,37.45,24.06,102.04,127.54,76.54,54.7,60.5,48.9,36.1,36.11,36.09,1008.94,1009.02,1008.86,36.165,36.17,36.16,30.94,30.94,30.94,9.4,9.3,2,9.350000000000001,16.46
autumn,weekend,evening,17.339261539229227,17.969129053504133,16.709394024954317,45.6235085,45.6236,45.623417,13.7868165,13.787255,13.786378,30.015,32.69,27.34,106.24000000000001,133.9,78.58,45.0,48.0,42.0,37.084999999999994,37.94,36.23,1009.4300000000001,1009.59,1009.27,34.05,34.35,33.75,28.905,29.06,28.75,11.2,10.5,2,10.85,24.35
autumn,weekend,evening,16.74666413758156,16.765368993491744,16.713740940563543,45.62347066666666,45.623528,45.623402,13.787437333333335,13.787987,13.786697,32.95666666666667,40.87,20.89,90.12333333333333,117.29,74.68,43.26666666666667,47.7,39.7,36.36333333333334,36.43,36.24,1009.4266666666666,1009.54,1009.36,33.72666666666667,33.75,33.71,28.563333333333333,28.75,28.44,12.6,10.4,3,11.166666666666666,26.68
autumn,weekend,evening,16.9487124686668,16.9487124686668,16.9487124686668,45.62339,45.62339,45.62339,13.786855,13.786855,13.786855,23.65,23.65,23.65,106.85,106.85,106.85,46.2,46.2,46.2,37.47,37.47,37.47,1009.45,1009.45,1009.45,33.42,33.42,33.42,28.0,28.0,28.0,10.6,10.6,1,10.6,30.73
autumn,weekday,night,14.842309896195937,14.842309896195937,14.842309896195937,45.623438,45.623438,45.623438,13.786737,13.786737,13.786737,26.91,26.91,26.91,112.32,112.32,112.32,51.4,51.4,51.4,57.12,57.12,57.12,1008.22,1008.22,1008.22,23.84,23.84,23.84,20.81,20.81,20.81,3.2,3.2,1,3.2,2.46
autumn,weekday,night,15.496139489980408,15.496139489980408,15.496139489980408,45.623435,45.623435,45.623435,13.786825,13.786825,13.786825,26.8,26.8,26.8,97.78,97.78,97.78,43.2,43.2,43.2,55.54,55.54,55.54,1007.46,1007.46,1007.46,25.01,25.01,25.01,21.56,21.56,21.56,5.1,5.1,1,5.1,4.24
autumn,weekday,night,15.387543503580762,15.387543503580762,15.387543503580762,45.623432,45.623432,45.623432,13.78691,13.78691,13.78691,28.32,28.32,28.32,93.18,93.18,93.18,35.5,35.5,35.5,50.85,50.85,50.85,1008.64,1008.64,1008.64,26.38,26.38,26.38,21.87,21.87,21.87,4.2,4.2,1,4.2,4.24
autumn,weekday,morning,16.099137002966927,16.099137002966927,16.099137002966927,45.62352,45.62352,45.62352,13.786542,13.786542,13.786542,24.89,24.89,24.89,131.5,131.5,131.5,51.1,51.1,51.1,50.98,50.98,50.98,1007.7,1007.7,1007.7,27.11,27.11,27.11,22.81,22.81,22.81,8.5,8.5,1,8.5,6.86
autumn,weekday,morning,17.707966370481873,17.710958511693047,17.7049742292707,45.623552000000004,45.623562,45.623542,13.787290500000001,13.788038,13.786543,26.009999999999998,26.11,25.91,104.11,131.4,76.82,54.099999999999994,57.3,50.9,49.825,49.83,49.82,1008.565,1008.62,1008.51,29.255000000000003,29.26,29.25,25.22,25.25,25.19,7.0,6.0,2,6.5,8.94
autumn,weekday,morning,17.739094538064705,17.74077541803969,17.73741365808972,45.62357,45.623595,45.623545,13.787177,13.787927,13.786427,29.67,36.21,23.13,102.245,128.35,76.14,43.25,47.0,39.5,47.224999999999994,47.23,47.22,1009.49,1009.56,1009.42,30.22,30.22,30.22,25.5,25.5,25.5,3.7,3.1,2,3.4000000000000004,10.11
autumn,weekday,morning,18.76915618027926,18.784703772349083,18.75360858820944,45.623544499999994,45.623582,45.623507,13.787416499999999,13.788043,13.78679,25.92,27.47,24.37,97.09,114.47,79.71,46.5,52.3,40.7,51.459999999999994,51.51,51.41,1009.2149999999999,1009.28,1009.15,29.85,29.85,29.85,25.31,25.31,25.31,6.1,6.1,2,6.1,11.53
autumn,weekday,morning,18.270632618069417,18.270632618069417,18.270632618069417,45.623455,45.623455,45.623455,13.78731,13.78731,13.78731,37.06,37.06,37.06,80.14,80.14,80.14,35.7,35.7,35.7,47.56,47.56,47.56,1010.2,1010.2,1010.2,30.68,30.68,30.68,26.06,26.06,26.06,3.7,3.7,1,3.7,8.99
autumn,weekday,morning,18.624861906644536,18.624861906644536,18.624861906644536,45.623473,45.623473,45.623473,13.787482,13.787482,13.787482,35.58,35.58,35.58,79.56,79.56,79.56,50.9,50.9,50.9,50.04,50.04,50.04,1010.4,1010.4,1010.4,30.18,30.18,30.18,25.94,25.94,25.94,3.7,3.7,1,3.7,7.19
autumn,weekday,afternoon,19.65453546559594,19.65453546559594,19.65453546559594,45.623448,45.623448,45.623448,13.787112,13.787112,13.787112,33.06,33.06,33.06,83.03,83.03,83.03,44.2,44.2,44.2,54.44,54.44,54.44,1009.52,1009.52,1009.52,29.83,29.83,29.83,25.69,25.69,25.69,11.8,11.8,1,11.8,5.75
autumn,weekday,afternoon,19.186920159477314,19.186920159477314,19.186920159477314,45.623468,45.623468,45.623468,13.786702,13.786702,13.786702,27.48,27.48,27.48,112.08,112.08,112.08,60.5,60.5,60.5,49.48,49.48,49.48,1010.37,1010.37,1010.37,30.99,30.99,30.99,26.25,26.25,26.25,5.0,5.0,1,5.0,5.75
autumn,weekday,afternoon,19.093934177587712,19.093934177587712,19.093934177587712,45.623547,45.623547,45.623547,13.787613,13.787613,13.787613,37.52,37.52,37.52,79.3,79.3,79.3,36.3,36.3,36.3,50.94,50.94,50.94,1009.58,1009.58,1009.58,30.38,30.38,30.38,26.25,26.25,26.25,6.7,6.7,1,6.7,10.78
autumn,weekday,afternoon,18.500055281500345,18.5018160819484,18.49829448105229,45.623560499999996,45.623618,45.623503,13.787391,13.788012,13.78677,19.43,23.95,14.91,94.725,114.49,74.96,44.4,45.3,43.5,45.345,45.35,45.34,1009.3599999999999,1009.43,1009.29,31.77,31.77,31.77,27.94,27.94,27.94,5.8,5.6,2,5.699999999999999,8.62
autumn,weekday,afternoon,18.718835231737582,18.718835231737582,18.718835231737582,45.623572,45.623572,45.623572,13.786573,13.786573,13.786573,23.32,23.32,23.32,127.0,127.0,127.0,36.1,36.1,36.1,45.97,45.97,45.97,1010.05,1010.05,1010.05,31.77,31.77,31.77,27.69,27.69,27.69,3.1,3.1,1,3.1,8.62
autumn,weekday,afternoon,18.06771238632564,18.06771238632564,18.06771238632564,45.62345,45.62345,45.62345,13.787115,13.787115,13.787115,34.85,34.85,34.85,77.89,77.89,77.89,34.7,34.7,34.7,42.9,42.9,42.9,1010.15,1010.15,1010.15,32.27,32.27,32.27,27.13,27.13,27.13,5.0,5.0,1,5.0,6.9
autumn,weekday,afternoon,17.872112014986023,17.872112014986023,17.872112014986023,45.623577,45.623577,45.623577,13.78652,13.78652,13.78652,33.15,33.15,33.15,127.81,127.81,127.81,49.2,49.2,49.2,44.04,44.04,44.04,1009.75,1009.75,1009.75,31.59,31.59,31.59,26.75,26.75,26.75,5.5,5.5,1,5.5,5.52
autumn,weekday,afternoon,17.907098848936982,17.910526268930614,17.903671428943348,45.623523,45.623543,45.623503,13.78713,13.7877,13.78656,30.345,35.91,24.78,106.49,134.17,78.81,48.900000000000006,51.1,46.7,46.379999999999995,46.39,46.37,1010.145,1010.22,1010.07,30.72,30.72,30.72,25.88,25.88,25.88,7.2,7.0,2,7.1,4.42
autumn,weekday,afternoon,17.316330467821096,17.316330467821096,17.316330467821096,45.623453,45.623453,45.623453,13.787012,13.787012,13.787012,35.71,35.71,35.71,82.28,82.28,82.28,38.9,38.9,38.9,42.62,42.62,42.62,1010.65,1010.65,1010.65,31.55,31.55,31.55,26.37,26.37,26.37,2.0,2.0,1,2.0,4.42
autumn,weekday,evening,17.09228769674994,17.09228769674994,17.09228769674994,45.623547,45.623547,45.623547,13.786503,13.786503,13.786503,25.91,25.91,25.91,129.52,129.52,129.52,37.2,37.2,37.2,45.05,45.05,45.05,1011.15,1011.15,1011.15,30.33,30.33,30.33,24.94,24.94,24.94,5.1,5.1,1,5.1,3.53
autumn,weekend,morning,17.704495279583092,17.704495279583092,17.704495279583092,45.623443,45.623443,45.623443,13.78689,13.78689,13.78689,33.26,33.26,33.26,84.88,84.88,84.88,42.2,42.2,42.2,55.49,55.49,55.49,1011.39,1011.39,1011.39,27.4,27.4,27.4,24.87,24.87,24.87,5.5,5.5,1,5.5,10.45
autumn,weekend,morning,18.069443754011235,18.069443754011235,18.069443754011235,45.623435,45.623435,45.623435,13.786847,13.786847,13.786847,26.65,26.65,26.65,94.23,94.23,94.23,43.0,43.0,43.0,45.72,45.72,45.72,1011.52,1011.52,1011.52,31.15,31.15,31.15,26.94,26.94,26.94,4.8,4.8,1,4.8,12.73
autumn,weekend,morning,18.406131697724646,18.406131697724646,18.406131697724646,45.623563,45.623563,45.623563,13.786463,13.786463,13.786463,23.48,23.48,23.48,131.21,131.21,131.21,55.4,55.4,55.4,42.65,42.65,42.65,1010.83,1010.83,1010.83,32.75,32.75,32.75,28.62,28.62,28.62,6.4,6.4,1,6.4,17.55
autumn,weekend,morning,19.284669180599554,19.284669180599554,19.284669180599554,45.62345,45.62345,45.62345,13.786753,13.786753,13.786753,21.71,21.71,21.71,107.25,107.25,107.25,35.8,35.8,35.8,42.98,42.98,42.98,1010.4,1010.4,1010.4,33.59,33.59,33.59,29.12,29.12,29.12,6.6,6.6,1,6.6,16.39
autumn,weekend,morning,20.063906130013613,20.063906130013613,20.063906130013613,45.623475,45.623475,45.623475,13.786697,13.786697,13.786697,22.35,22.35,22.35,110.56,110.56,110.56,29.2,29.2,29.2,43.26,43.26,43.26,1009.54,1009.54,1009.54,34.34,34.34,34.34,30.06,30.06,30.06,6.3,6.3,1,6.3,16.48
autumn,weekend,afternoon,20.680379419033265,20.680379419033265,20.680379419033265,45.623493,45.623493,45.623493,13.787253,13.787253,13.787253,27.91,27.91,27.91,79.03,79.03,79.03,56.8,56.8,56.8,46.52,46.52,46.52,1009.02,1009.02,1009.02,33.72,33.72,33.72,28.62,28.62,28.62,8.7,8.7,1,8.7,15.96
autumn,weekend,afternoon,21.049927226170976,21.049927226170976,21.049927226170976,45.62351,45.62351,45.62351,13.786785,13.786785,13.786785,24.35,24.35,24.35,99.79,99.79,99.79,53.7,53.7,53.7,49.3,49.3,49.3,1008.4,1008.4,1008.4,33.09,33.09,33.09,28.12,28.12,28.12,7.0,7.0,1,7.0,21.17
autumn,weekend,afternoon,21.180718831134264,21.180718831134264,21.180718831134264,45.623428,45.623428,45.623428,13.786927,13.786927,13.786927,23.93,23.93,23.93,93.19,93.19,93.19,32.3,32.3,32.3,50.6,50.6,50.6,1007.65,1007.65,1007.65,32.77,32.77,32.77,26.87,26.87,26.87,10.0,10.0,1,10.0,14.82
autumn,weekend,afternoon,20.97453551520615,20.97679003815612,20.972280992256174,45.623532499999996,45.623578,45.623487,13.787009000000001,13.787523,13.786495,26.189999999999998,26.97,25.41,104.57,128.28,80.86,55.55,57.8,53.3,65.42,65.43,65.41,1008.5799999999999,1008.64,1008.52,28.064999999999998,28.07,28.06,22.47,22.5,22.44,24.9,23.9,2,24.4,21.34
autumn,weekend,afternoon,21.087819545659702,21.087819545659702,21.087819545659702,45.623578,45.623578,45.623578,13.788118,13.788118,13.788118,31.72,31.72,31.72,75.68,75.68,75.68,33.7,33.7,33.7,70.9,70.9,70.9,1006.73,1006.73,1006.73,26.81,26.81,26.81,22.25,22.25,22.25,13.2,13.2,1,13.2,20.14
autumn,weekday,night,8.81751516551215,8.81751516551215,8.81751516551215,45.623482,45.623482,45.623482,13.786603,13.786603,13.786603,28.5,28.5,28.5,126.43,126.43,126.43,44.3,44.3,44.3,71.85,71.85,71.85,1000.49,1000.49,1000.49,13.81,13.81,13.81,11.75,11.75,11.75,1.3,1.3,1,1.3,0.76
autumn,weekday,night,9.04539866199719,9.04539866199719,9.04539866199719,45.623503,45.623503,45.623503,13.78774,13.78774,13.78774,34.93,34.93,34.93,78.07,78.07,78.07,34.9,34.9,34.9,60.07,60.07,60.07,1000.76,1000.76,1000.76,16.84,16.84,16.84,12.88,12.88,12.88,3.0,3.0,1,3.0,0.61
autumn,weekday,night,7.585908703253025,7.585908703253025,7.585908703253025,45.623462,45.623462,45.623462,13.786897,13.786897,13.786897,28.76,28.76,28.76,261.28,261.28,261.28,26.1,26.1,26.1,56.96,56.96,56.96,1002.33,1002.33,1002.33,16.12,16.12,16.12,13.13,13.13,13.13,0.6,0.6,1,0.6,0.49
autumn,weekday,morning,8.301125377079789,8.301125377079789,8.301125377079789,45.62355,45.62355,45.62355,13.78791,13.78791,13.78791,37.87,37.87,37.87,78.95,78.95,78.95,32.6,32.6,32.6,48.82,48.82,48.82,1001.49,1001.49,1001.49,19.34,19.34,19.34,14.06,14.06,14.06,3.1,3.1,1,3.1,0.39
autumn,weekday,morning,8.423001718565763,8.423001718565763,8.423001718565763,45.623528,45.623528,45.623528,13.787982,13.787982,13.787982,44.08,44.08,44.08,75.97,75.97,75.97,45.2,45.2,45.2,47.22,47.22,47.22,1002.4,1002.4,1002.4,20.01,20.01,20.01,13.69,13.69,13.69,6.2,6.2,1,6.2,0.31
autumn,weekday,morning,7.849794696270552,7.849794696270552,7.849794696270552,45.623493,45.623493,45.623493,13.787638,13.787638,13.787638,38.98,38.98,38.98,81.65,81.65,81.65,29.7,29.7,29.7,42.78,42.78,42.78,1002.33,1002.33,1002.33,20.98,20.98,20.98,15.81,15.81,15.81,2.8,2.8,1,2.8,0.25
autumn,weekday,morning,6.654466306293762,6.654466306293762,6.654466306293762,45.62344,45.62344,45.62344,13.786805,13.786805,13.786805,29.84,29.84,29.84,101.66,101.66,101.66,30.1,30.1,30.1,35.15,35.15,35.15,1002.97,1002.97,1002.97,22.86,22.86,22.86,18.19,18.19,18.19,12.5,12.5,1,12.5,0.19
autumn,weekday,afternoon,6.503835958514365,6.503835958514365,6.503835958514365,45.623462,45.623462,45.623462,13.787203,13.787203,13.787203,38.48,38.48,38.48,84.84,84.84,84.84,35.4,35.4,35.4,31.31,31.31,31.31,1003.32,1003.32,1003.32,24.61,24.61,24.61,20.0,20.0,20.0,5.9,5.9,1,5.9,1.64
autumn,weekday,afternoon,8.159068932059885,8.16578616743805,8.152351696681722,45.623515,45.623598,45.623432,13.787516499999999,13.78814,13.786893,28.755000000000003,30.3,27.21,83.08,92.16,74.0,38.650000000000006,40.7,36.6,32.894999999999996,32.91,32.88,1003.61,1003.69,1003.53,25.68,25.68,25.68,20.03,20.06,20.0,3.4,2.8,2,3.0999999999999996,1.31
autumn,weekday,afternoon,7.308176757745457,7.321821090488085,7.294532425002828,45.623436999999996,45.623467,45.623407,13.7871475,13.787552,13.786743,32.65,36.82,28.48,96.44,112.02,80.86,29.25,30.3,28.2,32.17,32.2,32.14,1004.095,1004.24,1003.95,25.08,25.08,25.08,19.22,19.25,19.19,6.1,4.0,2,5.05,2.55
autumn,weekday,afternoon,9.051574176405872,9.051574176405872,9.051574176405872,45.623353,45.623353,45.623353,13.78702,13.78702,13.78702,33.98,33.98,33.98,85.23,85.23,85.23,44.1,44.1,44.1,36.58,36.58,36.58,1004.48,1004.48,1004.48,24.91,24.91,24.91,18.06,18.06,18.06,9.1,9.1,1,9.1,2.04
autumn,weekday,evening,9.742296989875072,9.742296989875072,9.742296989875072,45.623443,45.623443,45.623443,13.786637,13.786637,13.786637,24.45,24.45,24.45,121.37,121.37,121.37,25.7,25.7,25.7,41.7,41.7,41.7,1005.56,1005.56,1005.56,23.5,23.5,23.5,17.0,17.0,17.0,4.2,4.2,1,4.2,3.78
autumn,weekday,evening,9.575884212535184,9.575884212535184,9.575884212535184,45.623407,45.623407,45.623407,13.786817,13.786817,13.786817,29.32,29.32,29.32,105.36,105.36,105.36,38.5,38.5,38.5,45.44,45.44,45.44,1005.58,1005.58,1005.58,21.9,21.9,21.9,15.5,15.5,15.5,5.7,5.7,1,5.7,2.42
autumn,weekday,evening,9.677482045948826,9.677482045948826,9.677482045948826,45.623408,45.623408,45.623408,13.786745,13.786745,13.786745,23.34,23.34,23.34,114.3,114.3,114.3,32.9,32.9,32.9,46.2,46.2,46.2,1005.48,1005.48,1005.48,21.74,21.74,21.74,15.31,15.31,15.31,5.1,5.1,1,5.1,1.94
autumn,weekday,night,8.476314190435419,8.476314190435419,8.476314190435419,45.623403,45.623403,45.623403,13.786747,13.786747,13.786747,27.84,27.84,27.84,107.2,107.2,107.2,32.1,32.1,32.1,50.84,50.84,50.84,1010.22,1010.22,1010.22,18.88,18.88,18.88,16.0,16.0,16.0,3.3,3.3,1,3.3,1.43
autumn,weekday,night,9.111696761981177,9.111696761981177,9.111696761981177,45.623388,45.623388,45.623388,13.786837,13.786837,13.786837,26.76,26.76,26.76,101.58,101.58,101.58,30.6,30.6,30.6,45.55,45.55,45.55,1011.01,1011.01,1011.01,21.35,21.35,21.35,16.44,16.44,16.44,4.7,4.7,1,4.7,1.14
autumn,weekday,morning,9.32588677884337,9.32588677884337,9.32588677884337,45.623432,45.623432,45.623432,13.786783,13.786783,13.786783,29.13,29.13,29.13,93.06,93.06,93.06,24.3,24.3,24.3,42.38,42.38,42.38,1012.19,1012.19,1012.19,22.77,22.77,22.77,17.37,17.37,17.37,6.1,6.1,1,6.1,0.0
autumn,weekday,morning,10.053886048266673,10.053886048266673,10.053886048266673,45.623478,45.623478,45.623478,13.787618,13.787618,13.787618,42.43,42.43,42.43,77.76,77.76,77.76,35.8,35.8,35.8,40.41,40.41,40.41,1012.71,1012.71,1012.71,24.37,24.37,24.37,19.69,19.69,19.69,7.3,7.3,1,7.3,1.23
autumn,weekday,morning,10.129565288674314,10.129565288674314,10.129565288674314,45.623452,45.623452,45.623452,13.78678,13.78678,13.78678,24.02,24.02,24.02,102.62,102.62,102.62,25.8,25.8,25.8,37.81,37.81,37.81,1012.18,1012.18,1012.18,25.57,25.57,25.57,20.56,20.56,20.56,4.5,4.5,1,4.5,3.88
autumn,weekday,morning,10.237341574840123,10.237341574840123,10.237341574840123,45.62343,45.62343,45.62343,13.787,13.787,13.787,26.13,26.13,26.13,84.12,84.12,84.12,29.9,29.9,29.9,36.71,36.71,36.71,1012.54,1012.54,1012.54,26.19,26.19,26.19,21.44,21.44,21.44,5.8,5.8,1,5.8,4.73
autumn,weekday,afternoon,10.471593309755932,10.475999805681187,10.467186813830677,45.623525,45.623567,45.623483,13.787321500000001,13.788043,13.7866,26.555,30.85,22.26,95.035,115.82,74.25,33.75,37.1,30.4,35.54,35.54,35.54,1012.825,1012.93,1012.72,27.005000000000003,27.01,27.0,22.47,22.5,22.44,4.9,4.6,2,4.75,3.93
autumn,weekday,afternoon,9.999346973533239,10.001531964504215,9.997161982562263,45.6235225,45.6236,45.623445,13.78759,13.78817,13.78701,28.705,32.04,25.37,78.97,84.05,73.89,33.45,33.7,33.2,34.205,34.21,34.2,1013.25,1013.31,1013.19,27.12,27.12,27.12,21.685000000000002,21.75,21.62,5.2,4.8,2,5.0,5.05
autumn,weekday,afternoon,9.755660964788733,9.755660964788733,9.755660964788733,45.623468,45.623468,45.623468,13.787608,13.787608,13.787608,22.19,22.19,22.19,82.65,82.65,82.65,20.5,20.5,20.5,35.17,35.17,35.17,1013.02,1013.02,1013.02,26.37,26.37,26.37,20.88,20.88,20.88,4.4,4.4,1,4.4,6.36
autumn,weekday,afternoon,9.229503070629955,9.237949067931186,9.221057073328723,45.6234835,45.623492,45.623475,13.7873005,13.787973,13.786628,25.415,29.22,21.61,94.82499999999999,117.6,72.05,33.05,33.2,32.9,37.010000000000005,37.02,37.0,1013.225,1013.35,1013.1,24.915,24.92,24.91,19.25,19.25,19.25,4.0,4.0,2,4.0,5.09
autumn,weekday,evening,8.713164186382322,8.713164186382322,8.713164186382322,45.623497,45.623497,45.623497,13.78789,13.78789,13.78789,30.8,30.8,30.8,74.94,74.94,74.94,25.0,25.0,25.0,37.06,37.06,37.06,1014.37,1014.37,1014.37,24.31,24.31,24.31,18.94,18.94,18.94,4.8,4.8,1,4.8,4.29
autumn,weekday,evening,8.72567466368258,8.733389693190976,8.717959634174186,45.623512500000004,45.623553,45.623472,13.7869235,13.78738,13.786467,26.564999999999998,29.59,23.54,104.795,130.06,79.53,34.150000000000006,37.7,30.6,38.36,38.38,38.34,1014.31,1014.36,1014.26,23.75,23.75,23.75,18.69,18.69,18.69,6.2,5.9,2,6.050000000000001,5.35
autumn,weekday,evening,8.544860668994987,8.544860668994987,8.544860668994987,45.623388,45.623388,45.623388,13.786795,13.786795,13.786795,25.71,25.71,25.71,98.95,98.95,98.95,33.5,33.5,33.5,39.03,39.03,39.03,1013.55,1013.55,1013.55,23.26,23.26,23.26,18.06,18.06,18.06,5.7,5.7,1,5.7,4.28
autumn,weekday,evening,8.24105792415056,8.24293833158412,8.239177516716998,45.623486,45.623522,45.62345,13.787006,13.78753,13.786482,24.115000000000002,26.45,21.78,108.345,135.15,81.54,40.8,43.6,38.0,39.195,39.2,39.19,1013.7850000000001,1013.83,1013.74,22.85,22.85,22.85,18.0,18.0,18.0,5.8,5.3,2,5.55,5.97
autumn,weekend,night,11.718459807374137,11.718459807374137,11.718459807374137,45.62346,45.62346,45.62346,13.787308,13.787308,13.787308,32.21,32.21,32.21,80.71,80.71,80.71,30.1,30.1,30.1,51.05,51.05,51.05,1017.67,1017.67,1017.67,22.33,22.33,22.33,19.12,19.12,19.12,9.0,9.0,1,9.0,10.7
autumn,weekend,morning,12.165785209440322,12.165785209440322,12.165785209440322,45.623653,45.623653,45.623653,13.786397,13.786397,13.786397,25.19,25.19,25.19,131.98,131.98,131.98,53.7,53.7,53.7,45.17,45.17,45.17,1017.67,1017.67,1017.67,24.85,24.85,24.85,20.81,20.81,20.81,10.1,10.1,1,10.1,15.66
autumn,weekend,morning,12.398255459757138,12.398255459757138,12.398255459757138,45.623372,45.623372,45.623372,13.786843,13.786843,13.786843,25.72,25.72,25.72,99.65,99.65,99.65,37.1,37.1,37.1,39.4,39.4,39.4,1017.75,1017.75,1017.75,27.42,27.42,27.42,23.81,23.81,23.81,9.0,9.0,1,9.0,16.25
autumn,weekend,morning,12.349287839825587,12.349287839825587,12.349287839825587,45.623463,45.623463,45.623463,13.787655,13.787655,13.787655,36.24,36.24,36.24,79.46,79.46,79.46,37.1,37.1,37.1,33.99,33.99,33.99,1017.38,1017.38,1017.38,29.91,29.91,29.91,26.0,26.0,26.0,11.0,11.0,1,11.0,14.45
autumn,weekend,morning,12.34031629777823,12.34031629777823,12.34031629777823,45.623417,45.623417,45.623417,13.78732,13.78732,13.78732,33.0,33.0,33.0,79.93,79.93,79.93,41.0,41.0,41.0,31.16,31.16,31.16,1017.13,1017.13,1017.13,31.42,31.42,31.42,27.19,27.19,27.19,9.1,9.1,1,9.1,21.16
autumn,weekend,afternoon,12.425532925386705,12.438121943814293,12.41409674014289,45.623551,45.62361,45.62349,13.787835999999999,13.788185,13.787415,14.133333333333333,25.32,0.0,77.99000000000001,80.14,73.79,35.43333333333333,36.3,34.7,29.636666666666667,29.65,29.62,1015.91,1016.03,1015.79,32.40333333333333,32.41,32.4,28.040000000000003,28.06,28.0,8.5,6.9,3,7.7,18.35
autumn,weekend,afternoon,13.502538297871393,13.502538297871393,13.502538297871393,45.623512,45.623512,45.623512,13.787498,13.787498,13.787498,36.19,36.19,36.19,78.72,78.72,78.72,32.1,32.1,32.1,31.84,31.84,31.84,1015.53,1015.53,1015.53,32.38,32.38,32.38,27.69,27.69,27.69,9.1,9.1,1,9.1,13.8
autumn,weekend,afternoon,12.266021664397973,12.266021664397973,12.266021664397973,45.623435,45.623435,45.623435,13.787118,13.787118,13.787118,32.52,32.52,32.52,83.29,83.29,83.29,42.7,42.7,42.7,30.78,30.78,30.78,1014.94,1014.94,1014.94,31.55,31.55,31.55,26.81,26.81,26.81,9.0,9.0,1,9.0,6.96
autumn,weekend,afternoon,10.78183705247891,10.78183705247891,10.78183705247891,45.623448,45.623448,45.623448,13.787377,13.787377,13.787377,19.09,19.09,19.09,80.64,80.64,80.64,50.8,50.8,50.8,30.4,30.4,30.4,1015.29,1015.29,1015.29,30.05,30.05,30.05,24.69,24.69,24.69,9.9,9.9,1,9.9,13.09
autumn,weekend,evening,10.72647521006855,10.73312232278684,10.71982809735026,45.6234985,45.623507,45.62349,13.7877635,13.787862,13.787665,15.934999999999999,18.59,13.28,79.505,83.68,75.33,42.7,42.7,42.7,33.925,33.94,33.91,1016.435,1016.47,1016.4,28.09,28.09,28.09,23.06,23.06,23.06,11.1,10.0,2,10.55,10.0
autumn,weekday,night,16.95303708878865,16.95303708878865,16.95303708878865,45.623523,45.623523,45.623523,13.787793,13.787793,13.787793,37.82,37.82,37.82,78.81,78.81,78.81,33.0,33.0,33.0,67.61,67.61,67.61,1005.25,1005.25,1005.25,23.28,23.28,23.28,18.31,18.31,18.31,8.9,8.9,1,8.9,10.63
autumn,weekday,morning,16.937222042102473,16.937222042102473,16.937222042102473,45.623463,45.623463,45.623463,13.78667,13.78667,13.78667,28.93,28.93,28.93,114.65,114.65,114.65,42.6,42.6,42.6,64.25,64.25,64.25,1005.33,1005.33,1005.33,24.11,24.11,24.11,19.06,19.06,19.06,7.8,7.8,1,7.8,9.96
autumn,weekday,morning,17.556414640836994,17.556414640836994,17.556414640836994,45.623488,45.623488,45.623488,13.786597,13.786597,13.786597,24.61,24.61,24.61,127.64,127.64,127.64,33.2,33.2,33.2,63.73,63.73,63.73,1006.24,1006.24,1006.24,24.9,24.9,24.9,20.0,20.0,20.0,7.5,7.5,1,7.5,11.75
autumn,weekday,morning,16.972466733528705,16.972466733528705,16.972466733528705,45.62344,45.62344,45.62344,13.786833,13.786833,13.786833,26.09,26.09,26.09,95.12,95.12,95.12,32.5,32.5,32.5,60.26,60.26,60.26,1007.54,1007.54,1007.54,25.22,25.22,25.22,20.31,20.31,20.31,9.8,9.8,1,9.8,10.89
autumn,weekday,morning,17.14797062708879,17.149415632037634,17.146525622139947,45.623521,45.623545,45.623497,13.787191499999999,13.787968,13.786415,35.035,40.6,29.47,104.52000000000001,132.78,76.26,33.9,36.3,31.5,54.685,54.69,54.68,1008.005,1008.08,1007.93,27.05,27.05,27.05,21.97,22.0,21.94,8.4,7.8,2,8.1,8.71
