season,weekend,time_of_day,dew_point,DEW_POINT_MAX,DEW_POINT_MIN,LAT_MEAN,LAT_MAX,LAT_MIN,LON_MEAN,LON_MAX,LON_MIN,GPS_KMH_MEAN,GPS_KMH_MAX,GPS_KMH_MIN,GPS_DIR_MEAN,GPS_DIR_MAX,GPS_DIR_MIN,GPS_ALT_MEAN,GPS_ALT_MAX,GPS_ALT_MIN,BM_H_MEAN,BM_H_MAX,BM_H_MIN,BM_P_MEAN,BM_P_MAX,BM_P_MIN,BM_T_MEAN,BM_T_MAX,BM_T_MIN,DS_T_MEAN,DS_T_MAX,DS_T_MIN,PM10_MAX,PM10_MIN,NUM_MEASUREMENTS,PM10_MEAN,PM10_ARPA
spring,weekday,evening,6.035737197910119,6.035737197910119,6.035737197910119,45.623415,45.623415,45.623415,13.786993,13.786993,13.786993,28.72,28.72,28.72,87.58,87.58,87.58,41.9,41.9,41.9,41.68,41.68,41.68,1013.39,1013.39,1013.39,19.39,19.39,19.39,15.31,15.31,15.31,6.8,6.8,1,6.8,9.15
spring,weekday,evening,5.496922183174008,5.648714312001425,5.345130054346591,45.623543999999995,45.62361,45.623478,13.786985999999999,13.787595,13.786377,27.845,32.35,23.34,104.27,130.29,78.25,39.35,41.7,37.0,42.394999999999996,42.4,42.39,1012.925,1013.53,1012.32,18.520000000000003,18.69,18.35,14.87,14.87,14.87,6.9,6.8,2,6.85,7.92
spring,weekend,morning,12.778209218649545,12.778209218649545,12.778209218649545,45.623487,45.623487,45.623487,13.787403,13.787403,13.787403,43.6,43.6,43.6,79.1,79.1,79.1,54.7,54.7,54.7,58.25,58.25,58.25,1018.33,1018.33,1018.33,21.31,21.31,21.31,16.75,16.75,16.75,22.6,22.6,1,22.6,21.36
spring,weekend,morning,14.124569358454487,14.124569358454487,14.124569358454487,45.623423,45.623423,45.623423,13.787223,13.787223,13.787223,37.32,37.32,37.32,80.37,80.37,80.37,48.4,48.4,48.4,53.43,53.43,53.43,1018.32,1018.32,1018.32,24.18,24.18,24.18,20.25,20.25,20.25,26.2,26.2,1,26.2,28.12
spring,weekend,morning,15.006395025572004,15.006395025572004,15.006395025572004,45.62343,45.62343,45.62343,13.787298,13.787298,13.787298,33.87,33.87,33.87,79.67,79.67,79.67,59.4,59.4,59.4,47.2,47.2,47.2,1017.48,1017.48,1017.48,27.23,27.23,27.23,23.12,23.12,23.12,16.6,16.6,1,16.6,34.27
spring,weekend,morning,15.008783409120152,15.008783409120152,15.008783409120152,45.6235135,45.62358,45.623447,13.787428,13.788148,13.786708,26.439999999999998,31.93,20.95,98.115,121.88,74.35,45.95,49.8,42.1,44.71,44.71,44.71,1016.915,1017.03,1016.8,28.16,28.16,28.16,23.155,23.19,23.12,22.3,20.2,2,21.25,37.06
spring,weekend,afternoon,16.37996452910385,16.37996452910385,16.37996452910385,45.623435,45.623435,45.623435,13.787027,13.787027,13.787027,27.89,27.89,27.89,88.51,88.51,88.51,61.6,61.6,61.6,51.87,51.87,51.87,1016.67,1016.67,1016.67,27.12,27.12,27.12,21.94,21.94,21.94,25.3,25.3,1,25.3,32.71
spring,weekend,afternoon,15.83504436258071,15.83504436258071,15.83504436258071,45.623477,45.623477,45.623477,13.78743,13.78743,13.78743,31.21,31.21,31.21,78.48,78.48,78.48,51.0,51.0,51.0,53.93,53.93,53.93,1016.09,1016.09,1016.09,25.87,25.87,25.87,20.88,20.88,20.88,23.7,23.7,1,23.7,25.9
spring,weekend,afternoon,15.41592877612995,15.41592877612995,15.41592877612995,45.62349,45.62349,45.62349,13.787453,13.787453,13.787453,32.74,32.74,32.74,79.16,79.16,79.16,40.2,40.2,40.2,54.18,54.18,54.18,1015.58,1015.58,1015.58,25.34,25.34,25.34,20.25,20.25,20.25,19.0,19.0,1,19.0,30.71
spring,weekend,afternoon,14.821306653785904,14.821306653785904,14.821306653785904,45.623442,45.623442,45.623442,13.78671,13.78671,13.78671,24.24,24.24,24.24,112.09,112.09,112.09,55.0,55.0,55.0,52.71,52.71,52.71,1015.0,1015.0,1015.0,25.16,25.16,25.16,20.19,20.19,20.19,14.3,14.3,1,14.3,21.8
spring,weekend,evening,14.97366818727889,15.066474519456179,14.880861855101601,45.6235005,45.623523,45.623478,13.787624000000001,13.787663,13.787585,32.885,43.23,22.54,77.78,80.08,75.48,53.25,53.8,52.7,56.96,57.95,55.97,1015.0699999999999,1015.25,1014.89,24.03,24.22,23.84,18.75,19.0,18.5,13.5,13.0,2,13.25,22.39
spring,weekend,evening,14.702792993690004,14.708783962181572,14.696802025198435,45.623562500000006,45.623595,45.62353,13.787212499999999,13.787995,13.78643,38.04,44.76,31.32,103.445,130.84,76.05,43.3,47.3,39.3,59.894999999999996,59.9,59.89,1015.56,1015.61,1015.51,22.905,22.91,22.9,17.5,17.5,17.5,17.5,17.2,2,17.35,24.81
spring,weekend,evening,14.40871073178875,14.40871073178875,14.40871073178875,45.623492,45.623492,45.623492,13.78762,13.78762,13.78762,41.61,41.61,41.61,78.21,78.21,78.21,35.8,35.8,35.8,60.93,60.93,60.93,1015.4,1015.4,1015.4,22.31,22.31,22.31,16.5,16.5,16.5,19.7,19.7,1,19.7,24.33
spring,weekday,night,2.3580321712970624,2.3580321712970624,2.3580321712970624,45.623435,45.623435,45.623435,13.787353,13.787353,13.787353,38.1,38.1,38.1,79.65,79.65,79.65,32.9,32.9,32.9,39.3,39.3,39.3,1006.09,1006.09,1006.09,16.23,16.23,16.23,9.63,9.63,9.63,3.0,3.0,1,3.0,2.58
spring,weekday,morning,3.0244124783336073,3.0244124783336073,3.0244124783336073,45.623538,45.623538,45.623538,13.787863,13.787863,13.787863,39.6,39.6,39.6,77.4,77.4,77.4,33.5,33.5,33.5,35.9,35.9,35.9,1006.67,1006.67,1006.67,18.41,18.41,18.41,11.31,11.31,11.31,4.4,4.4,1,4.4,2.61
spring,weekday,morning,3.8657404152348005,3.8657404152348005,3.8657404152348005,45.623422,45.623422,45.623422,13.786983,13.786983,13.786983,27.17,27.17,27.17,87.82,87.82,87.82,35.8,35.8,35.8,34.12,34.12,34.12,1007.01,1007.01,1007.01,20.18,20.18,20.18,13.19,13.19,13.19,5.6,5.6,1,5.6,4.74
spring,weekday,morning,2.7171327777185175,2.7171327777185175,2.7171327777185175,45.623405,45.623405,45.623405,13.786913,13.786913,13.786913,27.8,27.8,27.8,89.54,89.54,89.54,24.8,24.8,24.8,28.36,28.36,28.36,1007.1,1007.1,1007.1,21.87,21.87,21.87,15.38,15.38,15.38,2.7,2.7,1,2.7,5.09
spring,weekday,morning,2.5122030228710424,2.5248118380044042,2.499594207737681,45.6235515,45.623608,45.623495,13.7870285,13.787625,13.786432,27.365000000000002,32.02,22.71,104.11500000000001,128.33,79.9,32.4,36.0,28.8,25.235,25.25,25.22,1007.045,1007.05,1007.04,23.555,23.56,23.55,17.69,17.69,17.69,2.9,2.7,2,2.8,5.23
spring,weekday,afternoon,2.616676394682782,2.616676394682782,2.616676394682782,45.623442,45.623442,45.623442,13.787043,13.787043,13.787043,27.32,27.32,27.32,89.57,89.57,89.57,33.3,33.3,33.3,24.15,24.15,24.15,1006.99,1006.99,1006.99,24.41,24.41,24.41,17.0,17.0,17.0,2.0,2.0,1,2.0,4.94
spring,weekday,afternoon,3.804777952495068,3.804777952495068,3.804777952495068,45.62355,45.62355,45.62355,13.787777,13.787777,13.787777,32.72,32.72,32.72,78.24,78.24,78.24,38.0,38.0,38.0,28.73,28.73,28.73,1007.73,1007.73,1007.73,22.92,22.92,22.92,15.25,15.25,15.25,3.4,3.4,1,3.4,3.94
spring,weekday,afternoon,2.8778763602590187,2.8778763602590187,2.8778763602590187,45.6234,45.6234,45.6234,13.786745,13.786745,13.786745,23.91,23.91,23.91,99.72,99.72,99.72,24.6,24.6,24.6,28.72,28.72,28.72,1008.52,1008.52,1008.52,21.85,21.85,21.85,14.75,14.75,14.75,1.9,1.9,1,1.9,5.33
spring,weekday,night,10.922809693757857,10.923158028789098,10.922461358726617,45.6235615,45.623613,45.62351,13.7871375,13.787912,13.786363,37.325,40.28,34.37,103.155,129.78,76.53,39.7,42.8,36.6,46.095,46.11,46.08,1012.03,1012.07,1011.99,23.145,23.15,23.14,19.75,19.75,19.75,6.2,6.2,2,6.2,9.8
spring,weekday,night,11.47821248304303,11.47821248304303,11.47821248304303,45.62351,45.62351,45.62351,13.786717,13.786717,13.786717,26.34,26.34,26.34,117.22,117.22,117.22,56.8,56.8,56.8,43.53,43.53,43.53,1012.06,1012.06,1012.06,24.71,24.71,24.71,19.87,19.87,19.87,6.9,6.9,1,6.9,7.1
spring,weekday,morning,12.26488230389003,12.26488230389003,12.26488230389003,45.623503,45.623503,45.623503,13.786563,13.786563,13.786563,25.28,25.28,25.28,125.86,125.86,125.86,43.4,43.4,43.4,43.3,43.3,43.3,1011.88,1011.88,1011.88,25.67,25.67,25.67,21.19,21.19,21.19,10.3,10.3,1,10.3,11.37
spring,weekday,morning,13.707812761353338,13.707812761353338,13.707812761353338,45.62344,45.62344,45.62344,13.78667,13.78667,13.78667,0.19,0.19,0.19,119.47,119.47,119.47,49.2,49.2,49.2,46.55,46.55,46.55,1012.35,1012.35,1012.35,26.04,26.04,26.04,22.13,22.13,22.13,16.1,16.1,1,16.1,10.12
spring,weekday,morning,13.957724618708719,13.957724618708719,13.957724618708719,45.623378,45.623378,45.623378,13.786993,13.786993,13.786993,32.43,32.43,32.43,87.28,87.28,87.28,41.8,41.8,41.8,46.48,46.48,46.48,1012.66,1012.66,1012.66,26.34,26.34,26.34,22.13,22.13,22.13,8.9,8.9,1,8.9,22.24
spring,weekday,morning,14.412183724381562,14.412183724381562,14.412183724381562,45.623465,45.623465,45.623465,13.787277,13.787277,13.787277,37.35,37.35,37.35,80.6,80.6,80.6,37.1,37.1,37.1,46.78,46.78,46.78,1012.42,1012.42,1012.42,26.73,26.73,26.73,22.13,22.13,22.13,9.6,9.6,1,9.6,19.03
spring,weekday,afternoon,15.672747495919022,15.681965971750122,15.663529020087921,45.623524,45.623535,45.623513,13.7871825,13.787875,13.78649,24.615000000000002,26.19,23.04,103.88,131.41,76.35,44.65,46.9,42.4,50.85,50.88,50.82,1011.7950000000001,1011.85,1011.74,26.69,26.69,26.69,22.59,22.62,22.56,12.0,11.3,2,11.65,18.49
spring,weekday,afternoon,16.74968489865182,16.74968489865182,16.74968489865182,45.623477,45.623477,45.623477,13.787388,13.787388,13.787388,40.48,40.48,40.48,79.67,79.67,79.67,41.9,41.9,41.9,51.45,51.45,51.45,1011.18,1011.18,1011.18,27.66,27.66,27.66,22.44,22.44,22.44,13.5,13.5,1,13.5,19.98
spring,weekday,afternoon,14.534651700905018,14.534651700905018,14.534651700905018,45.623462,45.623462,45.623462,13.78718,13.78718,13.78718,33.74,33.74,33.74,80.62,80.62,80.62,49.9,49.9,49.9,44.44,44.44,44.44,1010.08,1010.08,1010.08,27.74,27.74,27.74,23.25,23.25,23.25,11.2,11.2,1,11.2,21.86
spring,weekday,afternoon,16.00996664983625,16.013045666909267,16.006887632763238,45.623472500000005,45.623547,45.623398,13.787434999999999,13.788032,13.786838,21.575,23.02,20.13,85.305,97.36,73.25,42.7,45.4,40.0,51.335,51.34,51.33,1009.8199999999999,1009.89,1009.75,26.895,26.9,26.89,21.44,21.44,21.44,13.5,11.6,2,12.55,19.87
spring,weekday,evening,15.74111318881074,15.742596590837465,15.739629786784016,45.623505,45.623517,45.623493,13.787154999999998,13.787745,13.786565,22.545,27.76,17.33,103.64500000000001,129.06,78.23,41.95,44.3,39.6,52.695,52.7,52.69,1009.8050000000001,1009.88,1009.73,26.16,26.16,26.16,21.25,21.25,21.25,27.0,16.7,2,21.85,17.68
spring,weekday,evening,15.515915878291487,15.51888343420385,15.512948322379124,45.6234785,45.623487,45.62347,13.787137999999999,13.787628,13.786648,18.03,21.19,14.87,101.72,123.49,79.95,41.75,44.1,39.4,52.59,52.6,52.58,1009.9,1009.92,1009.88,25.95,25.95,25.95,21.0,21.0,21.0,13.8,12.7,2,13.25,18.52
spring,weekday,evening,14.032064465557351,14.035151870141126,14.028977060973574,45.6234925,45.623547,45.623438,13.787369,13.787993,13.786745,25.045,29.87,20.22,91.42500000000001,107.26,75.59,46.1,49.0,43.2,49.97,49.98,49.96,1009.425,1009.51,1009.34,25.2,25.2,25.2,19.97,20.0,19.94,9.9,9.1,2,9.5,19.57
spring,weekday,evening,14.21490333884699,14.220989093897083,14.208817583796895,45.6235705,45.623613,45.623528,13.7870125,13.787595,13.78643,27.605,29.34,25.87,104.395,130.29,78.5,46.849999999999994,49.8,43.9,52.864999999999995,52.87,52.86,1009.4849999999999,1009.54,1009.43,24.455,24.46,24.45,19.25,19.25,19.25,7.7,7.4,2,7.550000000000001,15.98
summer,weekend,morning,17.441397310943692,17.449848749742543,17.43294587214484,45.623539,45.623583,45.623495,13.7870905,13.787713,13.786468,30.345,40.63,20.06,105.325,131.43,79.22,36.65,39.5,33.8,46.855000000000004,46.88,46.83,1008.02,1008.06,1007.98,30.03,30.03,30.03,25.78,25.81,25.75,4.5,4.2,2,4.35,11.5
summer,weekend,morning,14.855786257410934,14.864575347003044,14.846997167818822,45.6235475,45.62356,45.623535,13.7873075,13.788057,13.786558,28.845,36.67,21.02,102.87,130.58,75.16,40.8,44.3,37.3,35.32,35.33,35.31,1007.96,1008.03,1007.89,32.095,32.1,32.09,28.125,28.19,28.06,2.9,2.5,2,2.7,9.31
summer,weekend,morning,13.85973562635729,13.85973562635729,13.85973562635729,45.623487,45.623487,45.623487,13.787553,13.787553,13.787553,37.6,37.6,37.6,79.17,79.17,79.17,39.6,39.6,39.6,31.17,31.17,31.17,1007.99,1007.99,1007.99,33.17,33.17,33.17,29.19,29.19,29.19,1.7,1.7,1,1.7,6.99
summer,weekend,morning,20.206207642059933,20.206207642059933,20.206207642059933,45.623415,45.623415,45.623415,13.786785,13.786785,13.786785,30.58,30.58,30.58,95.73,95.73,95.73,36.6,36.6,36.6,48.52,48.52,48.52,1008.17,1008.17,1008.17,32.45,32.45,32.45,27.25,27.25,27.25,8.2,8.2,1,8.2,9.36
summer,weekend,afternoon,16.788711172201126,16.797286142777377,16.780136201624874,45.6235035,45.623567,45.62344,13.7873905,13.788068,13.786713,27.235,31.15,23.32,92.045,109.97,74.12,40.6,43.5,37.7,38.03,38.04,38.02,1008.015,1008.1,1007.93,32.974999999999994,32.98,32.97,27.47,27.5,27.44,3.6,3.5,2,3.55,12.79
summer,weekend,afternoon,14.580660601901755,14.585063472725695,14.576257731077813,45.62354,45.623545,45.623535,13.787212499999999,13.787905,13.78652,36.995,44.04,29.95,103.36500000000001,130.05,76.68,44.75,49.4,40.1,35.9,35.9,35.9,1008.3399999999999,1008.43,1008.25,31.494999999999997,31.5,31.49,24.75,24.75,24.75,4.1,2.3,2,3.1999999999999997,6.36
summer,weekday,night,19.944102497256168,19.944102497256168,19.944102497256168,45.623447,45.623447,45.623447,13.787007,13.787007,13.787007,31.28,31.28,31.28,262.78,262.78,262.78,40.6,40.6,40.6,60.17,60.17,60.17,1011.45,1011.45,1011.45,28.41,28.41,28.41,25.94,25.94,25.94,11.3,11.3,1,11.3,22.7
summer,weekday,night,18.52670932451224,18.52670932451224,18.52670932451224,45.6234,45.6234,45.6234,13.786767,13.786767,13.786767,21.85,21.85,21.85,114.65,114.65,114.65,45.4,45.4,45.4,46.07,46.07,46.07,1009.92,1009.92,1009.92,31.52,31.52,31.52,28.0,28.0,28.0,12.7,12.7,1,12.7,28.89
summer,weekday,morning,19.873122224629007,19.87580796748206,19.870436481775958,45.623486,45.623562,45.62341,13.787442500000001,13.787978,13.786907,18.130000000000003,22.35,13.91,79.69,93.97,65.41,43.05,45.9,40.2,44.195,44.2,44.19,1010.735,1011.13,1010.34,33.745000000000005,33.75,33.74,30.78,30.81,30.75,13.0,12.2,2,12.6,28.23
summer,weekday,morning,20.653337909383524,20.66545489971785,20.641220919049193,45.6234775,45.62349,45.623465,13.787122499999999,13.787607,13.786638,19.995,23.28,16.71,99.59,119.79,79.39,54.05,56.2,51.9,40.19,40.22,40.16,1010.3050000000001,1010.53,1010.08,36.33,36.33,36.33,33.78,33.81,33.75,12.0,11.2,2,11.6,24.21
summer,weekday,morning,20.81286603586839,20.823952767697868,20.801779304038913,45.623516,45.6236,45.623432,13.7874735,13.78819,13.786757,28.505000000000003,37.1,19.91,89.595,105.27,73.92,41.7,44.5,38.9,36.445,36.46,36.43,1010.295,1010.54,1010.05,38.305,38.31,38.3,35.75,35.75,35.75,24.9,23.0,2,23.95,30.18
summer,weekday,morning,22.539171274001205,22.539171274001205,22.539171274001205,45.623447,45.623447,45.623447,13.787033,13.787033,13.787033,26.13,26.13,26.13,83.71,83.71,83.71,51.1,51.1,51.1,40.6,40.6,40.6,1010.45,1010.45,1010.45,38.26,38.26,38.26,34.38,34.38,34.38,15.4,15.4,1,15.4,36.11
summer,weekday,morning,21.230462589238932,21.230462589238932,21.230462589238932,45.623517,45.623517,45.623517,13.787545,13.787545,13.787545,32.87,32.87,32.87,79.78,79.78,79.78,53.0,53.0,53.0,37.12,37.12,37.12,1009.85,1009.85,1009.85,38.44,38.44,38.44,35.63,35.63,35.63,13.9,13.9,1,13.9,29.27
summer,weekday,afternoon,22.25556297860087,22.25556297860087,22.25556297860087,45.623432,45.623432,45.623432,13.787268,13.787268,13.787268,44.24,44.24,44.24,81.09,81.09,81.09,31.0,31.0,31.0,39.37,39.37,39.37,1009.89,1009.89,1009.89,38.51,38.51,38.51,33.38,33.38,33.38,15.9,15.9,1,15.9,32.37
summer,weekday,afternoon,21.099483484835332,21.101512958753176,21.097454010917485,45.623589499999994,45.623627,45.623552,13.787105,13.787772,13.786438,37.44,44.6,30.28,103.815,130.07,77.56,43.7,46.7,40.7,37.885,37.9,37.87,1009.53,1009.78,1009.28,37.915,37.92,37.91,34.44,34.44,34.44,17.0,16.7,2,16.85,32.12
summer,weekday,afternoon,20.91936460415889,20.91936460415889,20.91936460415889,45.623427,45.623427,45.623427,13.786942,13.786942,13.786942,36.19,36.19,36.19,90.32,90.32,90.32,47.7,47.7,47.7,38.49,38.49,38.49,1008.89,1008.89,1008.89,37.42,37.42,37.42,33.19,33.19,33.19,14.5,14.5,1,14.5,21.43
summer,weekday,afternoon,20.478923522285395,20.478923522285395,20.478923522285395,45.623392,45.623392,45.623392,13.787058,13.787058,13.787058,36.24,36.24,36.24,83.96,83.96,83.96,41.8,41.8,41.8,40.31,40.31,40.31,1009.19,1009.19,1009.19,36.08,36.08,36.08,32.06,32.06,32.06,15.3,15.3,1,15.3,27.69
summer,weekday,night,13.17106971891672,13.17106971891672,13.17106971891672,45.623463,45.623463,45.623463,13.786643,13.786643,13.786643,25.3,25.3,25.3,293.69,293.69,293.69,37.4,37.4,37.4,48.65,48.65,48.65,1010.57,1010.57,1010.57,24.71,24.71,24.71,22.06,22.06,22.06,4.3,4.3,1,4.3,4.74
summer,weekday,night,16.834225237068384,16.83887998947865,16.824915732247852,45.623447,45.623473,45.623395,13.787488999999999,13.787713,13.787052,9.993333333333334,29.98,0.0,82.59333333333333,83.5,80.78,39.43333333333333,41.8,38.2,45.166666666666664,45.18,45.14,1011.7333333333332,1011.82,1011.64,30.0,30.0,30.0,25.349999999999998,25.37,25.31,4.3,3.4,3,3.733333333333333,3.39
summer,weekday,morning,17.737200435559657,17.741071608687136,17.733329262432182,45.623509,45.62358,45.623438,13.78745,13.788183,13.786717,25.8,30.84,20.76,92.575,110.98,74.17,30.65,32.4,28.9,41.010000000000005,41.02,41.0,1012.56,1012.63,1012.49,32.7,32.7,32.7,28.59,28.62,28.56,4.9,4.8,2,4.85,8.36
summer,weekday,afternoon,22.455774815185208,22.466018274785025,22.445531355585388,45.623568500000005,45.623615,45.623522,13.7874625,13.788182,13.786743,25.845,28.97,22.72,94.32499999999999,115.32,73.33,46.05,48.3,43.8,42.894999999999996,42.91,42.88,1012.14,1012.24,1012.04,37.155,37.16,37.15,32.125,32.19,32.06,7.0,4.5,2,5.75,16.95
summer,weekday,afternoon,22.969582781895674,22.969582781895674,22.969582781895674,45.623432,45.623432,45.623432,13.786878,13.786878,13.786878,23.45,23.45,23.45,91.28,91.28,91.28,51.9,51.9,51.9,47.04,47.04,47.04,1012.38,1012.38,1012.38,36.04,36.04,36.04,31.31,31.31,31.31,5.0,5.0,1,5.0,16.62
summer,weekday,afternoon,22.18351364931586,22.18351364931586,22.18351364931586,45.623477,45.623477,45.623477,13.787197,13.787197,13.787197,37.17,37.17,37.17,80.25,80.25,80.25,40.2,40.2,40.2,46.33,46.33,46.33,1012.1,1012.1,1012.1,35.45,35.45,35.45,30.62,30.62,30.62,4.0,4.0,1,4.0,11.63
summer,weekday,afternoon,21.42268012559798,21.42268012559798,21.42268012559798,45.623475,45.623475,45.623475,13.787458,13.787458,13.787458,36.95,36.95,36.95,80.22,80.22,80.22,37.0,37.0,37.0,45.72,45.72,45.72,1012.36,1012.36,1012.36,34.85,34.85,34.85,29.69,29.69,29.69,6.6,6.6,1,6.6,9.48
summer,weekday,evening,21.538995872793226,21.550903196790234,21.52708854879622,45.623509999999996,45.62356,45.62346,13.787329,13.78801,13.786648,24.835,29.06,20.61,97.695,119.81,75.58,47.400000000000006,50.2,44.6,48.035,48.07,48.0,1012.94,1013.02,1012.86,34.09,34.09,34.09,28.72,28.75,28.69,7.2,6.3,2,6.75,8.24
summer,weekday,night,16.9875659255585,16.9875659255585,16.9875659255585,45.62343,45.62343,45.62343,13.786798,13.786798,13.786798,25.26,25.26,25.26,104.06,104.06,104.06,46.0,46.0,46.0,52.11,52.11,52.11,1002.47,1002.47,1002.47,27.7,27.7,27.7,24.5,24.5,24.5,11.3,11.3,1,11.3,9.37
summer,weekday,morning,17.32618548374961,17.32618548374961,17.32618548374961,45.62352,45.62352,45.62352,13.786717,13.786717,13.786717,22.13,22.13,22.13,122.06,122.06,122.06,36.6,36.6,36.6,54.82,54.82,54.82,1003.84,1003.84,1003.84,27.2,27.2,27.2,22.56,22.56,22.56,11.0,11.0,1,11.0,17.26
summer,weekday,morning,17.678811153951656,17.680860312730815,17.6767619951725,45.6235,45.623523,45.623477,13.7872315,13.78773,13.786733,19.225,26.47,11.98,93.32,107.03,79.61,38.1,40.2,36.0,60.0,60.01,59.99,1004.255,1004.48,1004.03,26.045,26.05,26.04,22.44,22.44,22.44,11.3,11.1,2,11.2,18.94
summer,weekday,morning,18.340818182328917,18.35013822858815,18.331498136069687,45.623525,45.62359,45.62346,13.7874125,13.788033,13.786792,25.2,27.56,22.84,88.88499999999999,101.1,76.67,57.95,61.2,54.7,59.894999999999996,59.93,59.86,1004.7650000000001,1005.07,1004.46,26.78,26.78,26.78,23.25,23.31,23.19,8.2,8.2,2,8.2,17.72
summer,weekday,morning,18.17856867986114,18.17856867986114,18.17856867986114,45.623553,45.623553,45.623553,13.788022,13.788022,13.788022,29.8,29.8,29.8,78.09,78.09,78.09,49.6,49.6,49.6,54.56,54.56,54.56,1004.53,1004.53,1004.53,28.2,28.2,28.2,25.69,25.69,25.69,8.8,8.8,1,8.8,18.45
summer,weekday,afternoon,18.59809522321222,18.612942554824617,18.583247891599825,45.623517500000005,45.623603,45.623432,13.787489,13.78817,13.786808,25.509999999999998,26.0,25.02,86.6,99.85,73.35,32.05,35.2,28.9,48.435,48.48,48.39,1004.73,1005.15,1004.31,30.72,30.72,30.72,27.75,27.75,27.75,9.4,8.4,2,8.9,10.84
summer,weekday,afternoon,18.42295407775746,18.42634102295638,18.419567132558544,45.623521,45.623565,45.623477,13.7873005,13.787918,13.786683,24.695,30.52,18.87,96.23,116.9,75.56,34.8,37.2,32.4,47.120000000000005,47.13,47.11,1004.5899999999999,1004.77,1004.41,31.01,31.01,31.01,28.12,28.12,28.12,8.0,7.7,2,7.85,12.16
summer,weekday,afternoon,18.29029706832263,18.29202644193821,18.288567694707055,45.6234695,45.623487,45.623452,13.787046499999999,13.787535,13.786558,27.439999999999998,34.08,20.8,103.445,128.26,78.63,45.9,48.4,43.4,46.095,46.1,46.09,1004.385,1004.6,1004.17,31.25,31.25,31.25,28.0,28.0,28.0,7.6,6.9,2,7.25,8.51
summer,weekday,afternoon,18.187854925110408,18.190634339330817,18.185075510889995,45.623538999999994,45.623588,45.62349,13.7873565,13.788093,13.78662,34.04,41.76,26.32,100.145,125.72,74.57,31.450000000000003,34.7,28.2,45.474999999999994,45.48,45.47,1004.865,1005.42,1004.31,31.375,31.38,31.37,27.905,27.94,27.87,7.7,7.2,2,7.45,17.85
summer,weekday,afternoon,18.432501235841496,18.434247646949007,18.430754824733985,45.623514,45.623585,45.623443,13.786887,13.787402,13.786372,25.72,26.59,24.85,105.82000000000001,130.58,81.06,39.5,42.6,36.4,45.695,45.7,45.69,1004.845,1005.06,1004.63,31.56,31.56,31.56,27.84,27.87,27.81,7.6,7.4,2,7.5,12.5
autumn,weekend,night,15.589284281210569,15.592254395488307,15.58631416693283,45.623597000000004,45.623612,45.623582,13.7872765,13.788143,13.78641,38.864999999999995,44.04,33.69,102.0,129.83,74.17,47.75,49.6,45.9,39.445,39.46,39.43,1011.8550000000001,1011.9400000000002,1011.7700000000001,30.979999999999997,30.99,30.97,27.940000000000005,27.940000000000005,27.940000000000005,14.0,12.3,2,13.15,25.34
autumn,weekend,night,15.848088964789504,15.848088964789504,15.848088964789504,45.623412,45.623412,45.623412,13.78676,13.78676,13.78676,27.3,27.3,27.3,106.09,106.09,106.09,43.3,43.3,43.3,37.25,37.25,37.25,1012.01,1012.01,1012.01,32.28,32.28,32.28,27.0,27.0,27.0,11.1,11.1,1,11.1,21.63
autumn,weekend,night,15.966796820664968,15.966796820664968,15.966796820664968,45.623453,45.623453,45.623453,13.786612,13.786612,13.786612,27.89,27.89,27.89,121.64,121.64,121.64,30.7,30.7,30.7,37.28,37.28,37.28,1011.72,1011.72,1011.72,32.4,32.4,32.4,27.75,27.75,27.75,12.6,12.6,1,12.6,27.84
autumn,weekend,morning,16.586302773443258,16.586302773443258,16.586302773443258,45.62354,45.62354,45.62354,13.787523,13.787523,13.787523,37.32,37.32,37.32,80.09,80.09,80.09,50.0,50.0,50.0,35.39,35.39,35.39,1011.63,1011.63,1011.63,34.03,34.03,34.03,30.06,30.06,30.06,11.8,11.8,1,11.8,25.08
autumn,weekend,morning,16.906107716751233,16.907274571824733,16.904940861677733,45.623523,45.623573,45.623473,13.787385,13.78803,13.78674,19.445,25.54,13.35,89.375,105.32,73.43,50.95,54.2,47.7,32.08,32.1,32.06,1011.9200000000001,1011.99,1011.85,36.17,36.18,36.16,33.28,33.31,33.25,10.1,10.1,2,10.1,29.67
autumn,weekend,morning,19.337180878347045,19.337180878347045,19.337180878347045,45.623405,45.623405,45.623405,13.787778,13.787778,13.787778,25.89,25.89,25.89,81.27,81.27,81.27,34.1,34.1,34.1,35.4,35.4,35.4,1011.59,1011.59,1011.59,37.16,37.16,37.16,33.19,33.19,33.19,11.7,11.7,1,11.7,26.76
autumn,weekend,afternoon,20.256877708428632,20.270508652002924,20.24324676485434,45.6235675,45.623603,45.623532,13.7870925,13.787797,13.786388,30.645000000000003,34.1,27.19,103.965,127.62,80.31,24.0,28.8,19.2,34.97,34.99,34.95,1010.8499999999999,1010.9,1010.8,38.435,38.44,38.43,33.94,33.94,33.94,10.7,10.2,2,10.45,22.38
autumn,weekend,afternoon,17.6827092430867,17.6827092430867,17.6827092430867,45.623505,45.623505,45.623505,13.787533,13.787533,13.787533,30.69,30.69,30.69,81.77,81.77,81.77,32.6,32.6,32.6,30.59,30.59,30.59,1010.27,1010.27,1010.27,37.94,37.94,37.94,33.63,33.63,33.63,9.6,9.6,1,9.6,22.36
