month,hour,day_of_week,day_of_month,week_of_month,season,weekend,time_of_day,dew_point,DEW_POINT_MAX,DEW_POINT_MIN,LAT_MEAN,LAT_MAX,LAT_MIN,LON_MEAN,LON_MAX,LON_MIN,GPS_KMH_MEAN,GPS_KMH_MAX,GPS_KMH_MIN,GPS_DIR_MEAN,GPS_DIR_MAX,GPS_DIR_MIN,GPS_ALT_MEAN,GPS_ALT_MAX,GPS_ALT_MIN,BM_H_MEAN,BM_H_MAX,BM_H_MIN,BM_P_MEAN,BM_P_MAX,BM_P_MIN,BM_T_MEAN,BM_T_MAX,BM_T_MIN,DS_T_MEAN,DS_T_MAX,DS_T_MIN,PM10_MAX,PM10_MIN,NUM_MEASUREMENTS,PM10_MEAN,PM10_ARPA
april,9,thursday,24,week4,spring,weekday,morning,12.37134629591257,12.37134629591257,12.37134629591257,45.647802,45.647802,45.647802,13.854523,13.854523,13.854523,48.19,48.19,48.19,114.74,114.74,114.74,366.4,366.4,366.4,44.02,44.02,44.02,969.43,969.43,969.43,25.51,25.51,25.51,20.81,20.81,20.81,7.8,7.8,1,7.8,10.54
april,10,thursday,24,week4,spring,weekday,morning,12.24121329235435,12.24121329235435,12.24121329235435,45.64758,45.64758,45.64758,13.855442,13.855442,13.855442,62.73,62.73,62.73,293.48,293.48,293.48,355.7,355.7,355.7,39.11,39.11,39.11,968.69,968.69,968.69,27.37,27.37,27.37,20.37,20.37,20.37,4.4,4.4,1,4.4,15.58
april,11,thursday,24,week4,spring,weekday,morning,13.876155770878308,13.876155770878308,13.876155770878308,45.6479,45.6479,45.6479,13.854333,13.854333,13.854333,61.67,61.67,61.67,113.44,113.44,113.44,366.4,366.4,366.4,44.16,44.16,44.16,968.9,968.9,968.9,27.12,27.12,27.12,19.25,19.25,19.25,7.8,7.8,1,7.8,16.54
april,12,thursday,24,week4,spring,weekday,afternoon,13.001986244723042,13.001986244723042,13.001986244723042,45.647735,45.647735,45.647735,13.854957,13.854957,13.854957,65.41,65.41,65.41,294.11,294.11,294.11,365.8,365.8,365.8,46.73,46.73,46.73,967.94,967.94,967.94,25.2,25.2,25.2,16.87,16.87,16.87,4.8,4.8,1,4.8,13.77
april,13,thursday,24,week4,spring,weekday,afternoon,12.556704131337389,12.556704131337389,12.556704131337389,45.647368,45.647368,45.647368,13.855925,13.855925,13.855925,50.04,50.04,50.04,112.64,112.64,112.64,364.0,364.0,364.0,46.65,46.65,46.65,968.34,968.34,968.34,24.74,24.74,24.74,19.12,19.12,19.12,9.8,9.8,1,9.8,13.49
april,14,thursday,24,week4,spring,weekday,afternoon,13.376259688369503,13.376259688369503,13.376259688369503,45.647577,45.647577,45.647577,13.855537,13.855537,13.855537,61.13,61.13,61.13,293.77,293.77,293.77,361.0,361.0,361.0,46.76,46.76,46.76,967.81,967.81,967.81,25.6,25.6,25.6,18.0,18.0,18.0,7.0,7.0,1,7.0,13.41
april,15,thursday,24,week4,spring,weekday,afternoon,11.527859162423246,11.527859162423246,11.527859162423246,45.647573,45.647573,45.647573,13.855147,13.855147,13.855147,57.71,57.71,57.71,114.44,114.44,114.44,360.1,360.1,360.1,43.83,43.83,43.83,968.94,968.94,968.94,24.65,24.65,24.65,16.5,16.5,16.5,3.0,3.0,1,3.0,11.27
april,16,thursday,24,week4,spring,weekday,afternoon,11.297013797310628,11.297013797310628,11.297013797310628,45.647765,45.647765,45.647765,13.854867,13.854867,13.854867,54.17,54.17,54.17,293.59,293.59,293.59,361.6,361.6,361.6,43.79,43.79,43.79,968.63,968.63,968.63,24.41,24.41,24.41,15.75,15.75,15.75,3.9,3.9,1,3.9,7.89
april,17,thursday,24,week4,spring,weekday,afternoon,11.218679928340851,11.224774051798821,11.212585804882881,45.647639999999996,45.647932,45.647348,13.855109,13.85607,13.854148,49.53,51.13,47.93,113.52000000000001,113.59,113.45,367.6,368.8,366.4,50.655,50.66,50.65,969.44,969.49,969.39,21.915,21.92,21.91,14.44,14.44,14.44,7.1,6.2,2,6.65,6.31
april,19,thursday,24,week4,spring,weekday,evening,10.430548194620174,10.432026900166859,10.42906948907349,45.6475225,45.64775,45.647295,13.8553675,13.856278,13.854457,52.599999999999994,52.97,52.23,112.42,113.5,111.34,364.4,371.0,357.8,50.715,50.72,50.71,969.8399999999999,969.9,969.78,21.04,21.04,21.04,13.719999999999999,13.75,13.69,4.2,3.9,2,4.05,6.4
april,20,thursday,24,week4,spring,weekday,evening,10.565657590903369,10.565657590903369,10.565657590903369,45.647532,45.647532,45.647532,13.855605,13.855605,13.855605,50.21,50.21,50.21,294.33,294.33,294.33,377.4,377.4,377.4,49.72,49.72,49.72,969.11,969.11,969.11,21.51,21.51,21.51,14.25,14.25,14.25,4.6,4.6,1,4.6,9.49
april,21,thursday,24,week4,spring,weekday,evening,10.36031488819111,10.36031488819111,10.36031488819111,45.647508,45.647508,45.647508,13.855703,13.855703,13.855703,56.21,56.21,56.21,293.82,293.82,293.82,370.2,370.2,370.2,49.74,49.74,49.74,969.23,969.23,969.23,21.28,21.28,21.28,14.25,14.25,14.25,4.4,4.4,1,4.4,7.59
